,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
943,PHO,1993-94,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.548,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202,America West Arena,779952,
944,PHO,1994-95,29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,4.1,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14,69.8,0.228,America West Arena,779943,
945,PHO,1995-96,27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110,0.3,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.286,0.511,13.3,71.4,0.225,America West Arena,779943,
946,PHO,1996-97,28.5,40,42,43,39,0.66,-0.45,0.21,109.3,108.6,0.7,93.2,0.317,0.213,0.552,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,America West Arena,779940,
947,PHO,1997-98,28.2,56,26,56,26,5.18,-0.75,4.44,107.4,101.8,5.6,91.4,0.29,0.18,0.54,0.5,14,29.7,0.217,0.471,15.3,70,0.227,America West Arena,779943,
948,PHO,1998-99,29.3,27,23,29,21,2.26,-0.11,2.15,105.8,103.3,2.5,90,0.303,0.175,0.526,0.481,13,28.4,0.231,0.485,15.4,69.8,0.216,America West Arena,472283,
949,PHO,1999-00,28.6,53,29,56,26,5.22,0.02,5.24,104.6,99,5.6,94,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,America West Arena,773115,
950,PHO,2000-01,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,America West Arena,737586,17990
951,PHO,2001-02,26.5,36,46,39,43,-0.68,0.39,-0.3,103.3,104,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,America West Arena,668939,16316
952,PHO,2002-03,25.2,44,38,44,38,1.13,0.43,1.57,103.7,102.5,1.2,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222,America West Arena,666559,16258
953,PHO,2003-04,24.4,29,53,30,52,-3.74,0.8,-2.94,101.4,105.5,-4.1,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.482,14.7,69.9,0.24,America West Arena,670385,16351
954,PHO,2004-05,25.2,62,20,59,23,7.12,-0.04,7.08,114.5,107.1,7.4,95.9,0.296,0.289,0.571,0.534,12.4,27.5,0.222,0.478,12,68.3,0.176,America West Arena,726066,17709
955,PHO,2005-06,27.5,54,28,55,27,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,730179,17809
956,PHO,2006-07,27.6,61,21,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,US Airways Center,755302,18422
957,PHO,2007-08,29.3,55,27,54,28,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,US Airways Center,755302,18422
958,PHO,2008-09,29.5,46,36,46,36,1.93,-0.31,1.62,113.6,111.6,2,96,0.336,0.216,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233,US Airways Center,755302,18422
959,PHO,2009-10,28.5,54,28,54,28,4.9,-0.23,4.67,115.3,110.2,5.1,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,US Airways Center,723582,17648
960,PHO,2010-11,29.6,40,42,39,43,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,US Airways Center,720249,17567
961,PHO,2011-12,28.9,33,33,32,34,-0.24,0.53,0.29,106.2,106.5,-0.3,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,US Airways Center,514718,15598
962,PHO,2012-13,26.9,25,57,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208,US Airways Center,632913,15437
963,PHO,2013-14,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237,US Airways Center,650739,15872
964,PHO,2014-15,25.7,39,43,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.191,0.497,14,73.5,0.221,US Airways Center,693862,16923
965,PHO,2015-16,26,23,59,24,58,-6.66,0.34,-6.32,102.2,109,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,Talking Stick Resort Arena,701405,17107
966,PHO,2016-17,25,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26,0.231,0.525,13.1,76.4,0.264,Talking Stick Resort Arena,708639,17134
967,PHO,2017-18,23.7,21,61,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,Talking Stick Resort Arena,690576,16843
968,PHO,2018-19,24,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,Talking Stick Resort Arena,627023,15293
969,DET,1979-80,24.7,16,66,22,60,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,0.283,0.029,0.523,0.483,16.9,32.3,0.209,0.499,15.2,64.7,0.239,Pontiac Silverdome,,11138
970,DET,1980-81,24.3,21,61,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,0.334,0.012,0.51,0.464,18,33.4,0.242,0.512,18.6,65.9,0.242,Pontiac Silverdome,228348,
971,DET,1981-82,24.4,39,43,39,43,-0.91,0.28,-0.63,105.8,106.6,-0.8,104.3,0.349,0.029,0.534,0.485,16,34.8,0.262,0.512,16.4,66.9,0.224,Pontiac Silverdome,391205,
972,DET,1982-83,24.6,37,45,40,42,-0.4,0.24,-0.17,105.4,105.8,-0.4,105.8,0.34,0.036,0.529,0.481,15.1,33.6,0.253,0.496,15.4,66.2,0.214,Pontiac Silverdome,482571,
973,DET,1983-84,25.4,49,33,50,32,3.59,-0.06,3.52,111.5,108.1,3.4,103.8,0.322,0.018,0.532,0.482,12.7,36.7,0.25,0.5,14.8,67.7,0.263,Pontiac Silverdome,652865,14673
974,DET,1984-85,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,2.4,105,0.283,0.025,0.529,0.483,13,35.4,0.223,0.501,14.9,69.6,0.245,Pontiac Silverdome,691550,
975,DET,1985-86,26.5,46,36,44,38,1.17,0.27,1.44,109,107.9,1.1,104.2,0.297,0.023,0.534,0.488,13.3,33.5,0.232,0.496,14.9,67.6,0.266,Pontiac Silverdome,695233,16384
976,DET,1986-87,26.8,52,30,50,32,3.44,0.07,3.51,109.2,105.8,3.4,101,0.36,0.023,0.544,0.492,14.5,34.7,0.275,0.471,13.3,69.9,0.267,Pontiac Silverdome,907520,
977,DET,1987-88,27.5,54,28,54,28,5.17,0.29,5.46,110.5,105.3,5.2,98.3,0.372,0.029,0.548,0.497,14.2,34.2,0.282,0.475,14,68.5,0.245,Pontiac Silverdome,1066505,
978,DET,1988-89,28.7,63,19,56,26,5.8,0.44,6.24,110.8,104.7,6.1,95.5,0.346,0.058,0.551,0.502,14.4,34.5,0.266,0.458,13.2,69.2,0.26,The Palace of Auburn Hills,879405,
979,DET,1989-90,29.5,59,23,57,25,6.09,-0.68,5.41,109.9,103.5,6.4,94.4,0.323,0.078,0.537,0.49,13.4,34.2,0.245,0.461,13.7,70.3,0.262,The Palace of Auburn Hills,879705,
980,DET,1990-91,30.5,50,32,50,32,3.27,-0.19,3.08,108.2,104.6,3.6,91.9,0.322,0.064,0.523,0.474,13.1,34.7,0.245,0.464,12.8,71,0.248,The Palace of Auburn Hills,879614,
981,DET,1991-92,30.1,48,34,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,0.477,13.5,34.9,0.228,0.468,12.5,68.5,0.204,The Palace of Auburn Hills,879614,21454
982,DET,1992-93,29.9,40,42,37,45,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,0.473,12.5,34.6,0.198,0.5,13.5,67.8,0.212,The Palace of Auburn Hills,889614,
983,DET,1993-94,27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.244,0.148,0.511,0.477,13.7,28.4,0.179,0.493,12.8,66.1,0.262,The Palace of Auburn Hills,806641,18410
984,DET,1994-95,26.9,28,54,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,0.293,0.21,0.538,0.499,15,28.3,0.217,0.51,14.2,65.8,0.299,The Palace of Auburn Hills,719090,21454
985,DET,1995-96,26.8,46,36,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,0.504,14.6,28,0.271,0.483,13.7,71.7,0.229,The Palace of Auburn Hills,730573,
986,DET,1996-97,28.2,54,28,57,25,5.24,0.2,5.45,110.6,104.4,6.2,84.5,0.327,0.246,0.554,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197,The Palace of Auburn Hills,784234,
987,DET,1997-98,27.2,37,45,46,36,1.57,0.37,1.95,105.3,103.5,1.8,88.2,0.359,0.147,0.523,0.472,14,30.9,0.267,0.474,14.8,70.2,0.243,The Palace of Auburn Hills,794567,
988,DET,1998-99,27.7,29,21,32,18,3.42,0.55,3.97,104.2,100.3,3.9,86.3,0.345,0.183,0.528,0.48,15.6,30.5,0.256,0.468,15.4,72,0.259,The Palace of Auburn Hills,444585,
989,DET,1999-00,28.3,42,40,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249,The Palace of Auburn Hills,678470,
990,DET,2000-01,27.1,32,50,36,46,-1.7,-0.39,-2.08,100,101.8,-1.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14,72.2,0.233,The Palace of Auburn Hills,607323,14813
991,DET,2001-02,29.5,50,32,48,34,2.13,-0.45,1.69,104.8,102.4,2.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,The Palace of Auburn Hills,760807,18556
992,DET,2002-03,29,50,32,52,30,3.68,-0.71,2.97,104.1,99.9,4.2,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74,0.225,The Palace of Auburn Hills,839278,20470
993,DET,2003-04,27.4,54,28,59,23,5.84,-0.81,5.04,102,95.4,6.6,87.9,0.328,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,The Palace of Auburn Hills,872902,21290
994,DET,2004-05,27.9,54,28,53,29,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.335,0.164,0.519,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,The Palace of Auburn Hills,905116,22076
995,DET,2005-06,28.5,64,18,60,22,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,The Palace of Auburn Hills,905116,22076
996,DET,2006-07,29,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,The Palace of Auburn Hills,905116,22076
997,DET,2007-08,28.3,59,23,62,20,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,The Palace of Auburn Hills,905116,22076
998,DET,2008-09,28.2,39,43,40,42,-0.49,0.13,-0.36,107.4,108,-0.6,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74,0.248,The Palace of Auburn Hills,896971,21877
999,DET,2009-10,26.7,27,55,26,56,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,The Palace of Auburn Hills,768826,18752
1000,DET,2010-11,27.2,30,52,31,51,-3.6,-0.18,-3.78,107.7,111.7,-4,89.2,0.279,0.189,0.533,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235,The Palace of Auburn Hills,683080,16660
1001,DET,2011-12,26.3,25,41,22,44,-4.79,-0.4,-5.19,101,106.3,-5.3,89.2,0.279,0.175,0.51,0.468,15,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,475638,14413
1002,DET,2012-13,25.3,29,53,29,53,-3.99,-0.34,-4.33,103.8,108.1,-4.3,90.8,0.282,0.217,0.521,0.487,14.3,28.3,0.197,0.505,13.1,73,0.209,The Palace of Auburn Hills,606094,14685
1003,DET,2013-14,24.7,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,0.482,12.9,31.4,0.199,0.52,13.8,73.4,0.218,The Palace of Auburn Hills,616005,15025
1004,DET,2014-15,25.9,32,50,38,44,-1,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.184,0.502,13.2,75,0.192,The Palace of Auburn Hills,625917,15266
1005,DET,2015-16,25,44,38,43,39,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,0.491,12.2,27,0.197,0.504,12.5,79.3,0.196,The Palace of Auburn Hills,677138,16516
1006,DET,2016-17,25.4,37,45,38,44,-1.12,-0.17,-1.29,106,107.1,-1.1,95,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,The Palace of Auburn Hills,655141,15979
1007,DET,2017-18,25.9,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,Little Caesars Arena,713945,17413
1008,DET,2018-19,26.9,41,41,40,42,-0.24,-0.31,-0.56,109,109.2,-0.2,97.4,0.262,0.394,0.544,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.211,Little Caesars Arena,675963,16487
1009,MIN,1989-90,26.2,22,60,29,53,-4.23,0.63,-3.6,103.6,108.2,-4.6,91.1,0.311,0.043,0.499,0.451,13.3,34,0.232,0.492,15.5,66.2,0.291,Hubert H. Humphrey Metrodome,1072572,
1010,MIN,1990-91,26.2,29,53,30,52,-3.93,0.18,-3.75,106.7,110.9,-4.2,92.3,0.286,0.052,0.499,0.456,11.5,34.9,0.21,0.502,13.8,65.9,0.248,Target Center,779530,
1011,MIN,1991-92,26.4,15,67,23,59,-7.05,0.2,-6.85,105,112.4,-7.4,95.1,0.253,0.054,0.505,0.467,12.4,31.5,0.188,0.497,13,62.3,0.244,Target Center,769035,
1012,MIN,1992-93,25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.269,Target Center,754593,
1013,MIN,1993-94,26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.352,0.085,0.525,0.471,16.4,30.1,0.272,0.488,12.8,68,0.259,Target Center,733419,
1014,MIN,1994-95,25.4,21,61,18,64,-9,0.78,-8.22,102.6,112.4,-9.8,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28,Target Center,603518,
1015,MIN,1995-96,26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,0.357,0.132,0.535,0.48,16,29.8,0.277,0.509,15,68.7,0.267,Target Center,585669,
1016,MIN,1996-97,26.3,40,42,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.339,0.17,0.533,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,Target Center,697727,
1017,MIN,1997-98,26.4,45,37,43,39,0.71,-0.54,0.17,107.8,107.1,0.7,92.6,0.329,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,Target Center,738590,
1018,MIN,1998-99,27.2,25,25,26,24,0.38,-0.55,-0.17,101.9,101.5,0.4,91,0.264,0.095,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276,Target Center,427974,
1019,MIN,1999-00,26.6,50,32,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14,73,0.25,Target Center,690012,
1020,MIN,2000-01,27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238,Target Center,717371,17497
1021,MIN,2001-02,26.7,50,32,51,31,3.38,0.2,3.58,109,105.3,3.7,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,Target Center,731673,17846
1022,MIN,2002-03,28.2,51,31,47,35,2.07,0.39,2.46,106.1,103.8,2.3,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,Target Center,643684,15700
1023,MIN,2003-04,29.7,58,24,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89,0.265,0.137,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,Target Center,723071,17636
1024,MIN,2004-05,29,44,38,45,37,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,Target Center,704438,17181
1025,MIN,2005-06,26.7,33,49,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,Target Center,662167,16150
1026,MIN,2006-07,27.7,32,50,30,52,-3.67,0.51,-3.16,103.9,107.9,-4,91,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,Target Center,655947,15999
1027,MIN,2007-08,24.6,22,60,23,59,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,Target Center,593537,14477
1028,MIN,2008-09,25.4,24,58,27,55,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.289,0.227,0.526,0.481,13.3,27.7,0.222,0.515,12,75,0.254,Target Center,595013,14513
1029,MIN,2009-10,24.1,15,67,17,65,-9.6,0.54,-9.06,101.7,111.6,-9.9,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.525,13,73.6,0.22,Target Center,619170,15102
1030,MIN,2010-11,23.8,17,65,24,58,-6.63,0.67,-5.97,104.2,111.1,-6.9,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251,Target Center,624960,15243
1031,MIN,2011-12,24.4,26,40,28,38,-2.2,0.37,-1.83,104.3,106.6,-2.3,93.3,0.306,0.262,0.524,0.477,14,27.5,0.236,0.491,12.2,73,0.187,Target Center,577197,17491
1032,MIN,2012-13,26.4,31,51,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.511,15,74,0.187,Target Center,669956,16340
1033,MIN,2013-14,26.3,40,42,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,Target Center,597157,14565
1034,MIN,2014-15,24.4,16,66,19,63,-8.79,0.79,-8,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,0.468,13.7,26.6,0.24,0.537,13.9,71.6,0.187,Target Center,595652,14416
1035,MIN,2015-16,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,Target Center,581178,14175
1036,MIN,2016-17,24,31,51,38,44,-1.11,0.47,-0.64,110.8,112,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,Target Center,607203,14810
1037,MIN,2017-18,27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,Target Center,699308,17056
1038,MIN,2018-19,26.2,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,Target Center,627543,15306
1039,NJN,1979-80,26.1,34,48,38,44,-1.17,0.19,-0.98,101.5,102.5,-1,106.1,0.321,0.04,0.518,0.466,16.6,32.1,0.251,0.472,16.5,66.4,0.263,Rutgers Athletic Center,,7364
1040,NJN,1980-81,25.2,24,58,26,56,-6.02,0.87,-5.15,101,106.7,-5.7,105.2,0.324,0.019,0.525,0.478,16.6,30.4,0.243,0.506,16.4,69.2,0.281,Rutgers Athletic Center,301900,8402
1041,NJN,1981-82,25.1,44,38,43,39,0.68,0.18,0.87,103,102.3,0.7,103.1,0.326,0.02,0.529,0.487,16.6,33.7,0.237,0.486,18.3,67,0.281,Brendan Byrne Arena,560734,13526
1042,NJN,1982-83,25.2,49,33,49,33,2.77,0.01,2.77,101.6,98.9,2.7,104,0.322,0.021,0.532,0.494,18.7,36.8,0.227,0.481,18.9,68.8,0.251,Brendan Byrne Arena,530801,12946
1043,NJN,1983-84,25.5,45,37,44,38,1.1,0.17,1.27,106.1,105,1.1,103,0.343,0.032,0.54,0.501,16.1,34.6,0.24,0.494,17,67.8,0.292,Brendan Byrne Arena,499496,18364
1044,NJN,1984-85,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101,0.3,0.03,0.532,0.493,13.8,33.9,0.219,0.505,15.6,68.2,0.263,Brendan Byrne Arena,502177,
1045,NJN,1985-86,27.5,39,43,36,46,-1.99,0.6,-1.39,105,106.9,-1.9,103.3,0.328,0.029,0.536,0.489,15.9,33.3,0.248,0.499,15.5,70.6,0.282,Brendan Byrne Arena,482854,11777
1046,NJN,1986-87,26.2,24,58,28,54,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,0.368,0.063,0.54,0.487,16.4,33.2,0.282,0.488,13.8,68.1,0.33,Brendan Byrne Arena,452704,11449
1047,NJN,1987-88,26.7,19,63,21,61,-8.11,1.13,-6.98,101.4,109.6,-8.2,98.6,0.337,0.066,0.523,0.478,16,30.4,0.245,0.506,15.2,68.6,0.274,Brendan Byrne Arena,476054,
1048,NJN,1988-89,26.8,26,56,25,57,-6.35,0.66,-5.69,103,109.3,-6.3,100.1,0.313,0.079,0.517,0.474,15,32.7,0.229,0.508,14.4,70.1,0.244,Brendan Byrne Arena,378397,
1049,NJN,1989-90,26.6,17,65,21,61,-7.87,0.05,-7.82,100.7,108.6,-7.9,99.3,0.317,0.068,0.486,0.435,13.9,34.5,0.237,0.495,14.9,67,0.272,Brendan Byrne Arena,473760,
1050,NJN,1990-91,26.2,26,56,29,53,-4.51,-0.02,-4.53,102.9,107.4,-4.5,99.3,0.301,0.079,0.5,0.455,14.4,35.7,0.222,0.478,14.9,64.6,0.267,Brendan Byrne Arena,480786,
1051,NJN,1991-92,25.6,40,42,36,46,-1.7,0.15,-1.54,107,108.7,-1.7,98,0.265,0.088,0.51,0.473,14.1,39.1,0.194,0.488,14.1,66.3,0.247,Brendan Byrne Arena,517356,20049
1052,NJN,1992-93,27.3,43,39,45,37,1.26,-0.05,1.2,106.5,105.2,1.3,96,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,Brendan Byrne Arena,620416,
1053,NJN,1993-94,26.6,45,37,47,35,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.351,0.096,0.515,0.461,12.7,34,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,658304,20049
1054,NJN,1994-95,27.5,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Brendan Byrne Arena,684102,15409
1055,NJN,1995-96,27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.497,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Brendan Byrne Arena,638144,
1056,NJN,1996-97,26.8,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,-5,92.4,0.286,0.193,0.499,0.456,13.9,36.4,0.212,0.503,14.1,69,0.244,Continental Airlines Arena,670628,
1057,NJN,1997-98,27.8,43,39,46,36,1.57,0.31,1.88,108.3,106.6,1.7,91,0.339,0.135,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,Continental Airlines Arena,718514,
1058,NJN,1998-99,26,16,34,18,32,-3.78,0.58,-3.2,99.5,103.6,-4.1,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238,Continental Airlines Arena,400387,
1059,NJN,1999-00,27.3,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,Continental Airlines Arena,643631,
1060,NJN,2000-01,27.5,26,56,26,56,-5.05,-0.25,-5.3,100,105.5,-5.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70,0.258,Continental Airlines Arena,556573,13575
1061,NJN,2001-02,26.1,52,30,53,29,4.16,-0.49,3.67,104,99.5,4.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,Continental Airlines Arena,564194,13761
1062,NJN,2002-03,27.3,49,33,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,Continental Airlines Arena,622574,15185
1063,NJN,2003-04,27.7,47,35,49,33,2.5,-0.63,1.88,100.8,98,2.8,89.4,0.291,0.176,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,Continental Airlines Arena,613051,14952
1064,NJN,2004-05,27.8,42,40,36,46,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,Continental Airlines Arena,618681,15090
1065,NJN,2005-06,28.6,49,33,45,37,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.346,0.229,0.528,0.478,13.3,24,0.262,0.476,14,76.3,0.266,Continental Airlines Arena,691543,16867
1066,NJN,2006-07,28.2,41,41,39,43,-0.77,-0.23,-1,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,693955,16926
1067,NJN,2007-08,27.4,34,48,27,55,-5.06,-0.09,-5.15,104,109.4,-5.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,Izod Center,641921,15657
