,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Year
12,Minnesota Timberwolves*,82,241.2,41.6,91.0,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18.0,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,24.2,46.0,36.0,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,2022
13,Brooklyn Nets*,82,240.9,42.0,88.4,0.475,11.5,31.7,0.361,30.5,56.7,0.538,17.5,21.7,0.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9,29.1,44.0,38.0,0.78,0.04,0.82,113.6,112.8,0.8,99.0,0.246,0.359,0.576,2022
14,Cleveland Cavaliers,82,240.6,39.7,84.6,0.469,11.6,32.8,0.355,28.1,51.9,0.541,16.8,22.1,0.76,10.2,34.0,44.2,25.2,7.1,4.2,14.4,17.5,107.8,24.7,44.0,38.0,2.12,-0.08,2.04,111.9,109.7,2.2,96.1,0.261,0.387,0.571,2022
15,Atlanta Hawks*,82,240.3,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,26.1,43.0,39.0,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,2022
16,Charlotte Hornets,82,242.4,42.8,91.4,0.468,13.9,38.2,0.365,28.8,53.3,0.542,15.8,21.4,0.74,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3,25.5,43.0,39.0,0.44,0.09,0.53,114.1,113.7,0.4,100.0,0.234,0.418,0.572,2022
17,Los Angeles Clippers,82,241.2,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4,27.5,42.0,40.0,0.02,0.06,0.09,110.1,110.1,0.0,98.0,0.224,0.391,0.564,2022
18,New York Knicks,82,241.2,37.7,86.2,0.437,13.2,36.9,0.357,24.5,49.3,0.497,18.0,24.1,0.744,11.5,34.6,46.1,21.9,7.0,4.9,13.3,20.4,106.5,26.0,37.0,45.0,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,2022
19,New Orleans Pelicans*,82,240.9,40.2,88.0,0.457,10.6,32.1,0.332,29.5,55.9,0.528,18.3,23.2,0.789,12.0,33.2,45.2,25.0,8.3,4.0,14.1,19.7,109.3,25.6,36.0,46.0,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,2022
20,Washington Wizards,82,241.8,40.6,86.0,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17.0,21.7,0.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6,25.9,35.0,47.0,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,0.252,0.356,0.568,2022
21,San Antonio Spurs,82,241.5,43.2,92.7,0.467,11.3,32.0,0.352,32.0,60.7,0.527,15.4,20.4,0.754,11.0,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2,24.5,34.0,48.0,0.12,-0.1,0.02,112.4,112.3,0.1,100.0,0.22,0.345,0.556,2022
22,Los Angeles Lakers,82,243.7,41.6,88.8,0.469,12.0,34.5,0.347,29.7,54.3,0.546,16.8,23.0,0.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,112.1,30.2,33.0,49.0,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,0.259,0.388,0.567,2022
23,Sacramento Kings,82,241.5,40.5,88.1,0.46,11.4,33.2,0.344,29.1,54.9,0.53,17.9,23.3,0.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3,25.8,30.0,52.0,-5.46,0.2,-5.26,109.9,115.3,-5.4,99.8,0.264,0.377,0.561,2022
24,Portland Trail Blazers,82,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2,25.6,27.0,55.0,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,0.248,0.422,0.55,2022
25,Indiana Pacers,82,242.4,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5,26.0,25.0,57.0,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,0.239,0.395,0.564,2022
26,Oklahoma City Thunder,82,241.5,38.3,89.1,0.43,12.1,37.4,0.323,26.2,51.8,0.507,15.0,19.9,0.756,10.4,35.2,45.6,22.2,7.6,4.6,14.0,18.3,103.7,22.4,24.0,58.0,-8.1,0.2,-7.9,104.6,112.8,-8.2,98.5,0.223,0.419,0.53,2022
27,Detroit Pistons,82,241.2,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54.0,0.498,17.2,22.0,0.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8,23.6,23.0,59.0,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,0.249,0.391,0.533,2022
28,Orlando Magic,82,241.2,38.3,88.3,0.434,12.2,36.9,0.331,26.1,51.4,0.507,15.5,19.7,0.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2,23.3,22.0,60.0,-8.0,0.33,-7.67,104.5,112.5,-8.0,99.2,0.223,0.417,0.538,2022
29,Houston Rockets,82,240.9,39.4,86.4,0.456,13.5,38.7,0.349,25.9,47.7,0.543,17.5,24.5,0.713,9.6,32.4,42.0,23.6,7.3,4.7,16.5,20.6,109.7,24.1,20.0,62.0,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,0.284,0.448,0.565,2022
30,League Average 2022,82,241.4,40.6,88.1,0.461,12.4,35.2,0.354,28.2,52.9,0.533,16.9,21.9,0.775,10.3,34.1,44.5,24.6,7.6,4.7,13.8,19.6,110.6,26.3,,,0.0,0.0,0.0,112.0,112.0,,98.2,0.248,0.399,0.566,2022
