,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,tm_Team,tm_G,tm_MP,tm_FG,tm_FGA,tm_FG%,tm_3P,tm_3PA,tm_3P%,tm_2P,tm_2PA,tm_2P%,tm_FT,tm_FTA,tm_FT%,tm_ORB,tm_DRB,tm_TRB,tm_AST,tm_STL,tm_BLK,tm_TOV,tm_PF,tm_PTS,tm_Age,tm_W,tm_L,tm_MOV,tm_SOS,tm_SRS,tm_ORtg,tm_DRtg,tm_NRtg,tm_Pace,tm_FTr,tm_3PAr,tm_TS%,tm_Year,tm_Team No Star,tm_Abbreviation
155,Abdul Jeelani,SF,25.0,POR,77.0,0.0,16.7,3.7,7.3,0.51,0.0,0.1,0.0,3.7,7.3,0.515,0.51,2.1,2.6,0.789,1.5,2.0,3.5,1.2,0.5,0.5,1.5,2.0,9.6,18.7,0.563,0.011,0.361,9.6,13.5,11.5,11.6,1.5,1.8,15.2,24.6,2.3,1.5,3.8,0.141,1.7,-0.1,1.5,1.1,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
156,Kevin Kunnert,C,28.0,POR,18.0,0.0,16.8,2.8,6.3,0.439,0.0,0.0,0.0,2.8,6.3,0.439,0.439,1.4,2.4,0.605,2.1,4.2,6.2,1.6,0.4,1.2,2.3,3.3,7.0,13.5,0.474,0.0,0.377,13.3,27.7,20.4,13.8,1.1,4.2,23.6,23.6,-0.3,0.5,0.2,0.032,-3.9,1.1,-2.8,-0.1,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
157,Tom Owens,C,30.0,POR,76.0,0.0,30.8,6.8,13.3,0.514,0.0,0.0,0.5,6.8,13.2,0.514,0.514,2.8,3.7,0.753,2.5,5.1,7.5,2.6,0.6,0.7,2.3,3.6,16.4,18.1,0.552,0.002,0.281,8.8,18.3,13.5,13.0,0.9,1.3,13.3,22.9,4.3,2.6,6.9,0.142,1.5,-0.3,1.1,1.9,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
158,Jim Paxson,SG,22.0,POR,72.0,0.0,17.6,2.6,6.4,0.411,0.0,0.3,0.045,2.6,6.1,0.429,0.412,0.9,1.3,0.711,0.3,1.2,1.5,2.0,0.7,0.1,1.3,1.3,6.2,9.1,0.443,0.048,0.196,2.1,7.4,4.7,15.9,1.8,0.2,15.7,19.1,-0.8,1.1,0.3,0.011,-3.5,-0.6,-4.1,-0.7,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
159,Larry Steele,SF,30.0,POR,16.0,0.0,27.9,3.9,9.1,0.425,0.0,0.3,0.0,3.9,8.9,0.437,0.425,1.4,1.7,0.815,0.8,2.0,2.8,4.2,1.6,0.1,2.1,3.3,9.1,10.8,0.462,0.027,0.185,3.2,8.0,5.5,20.8,2.7,0.1,17.3,17.6,0.0,0.5,0.5,0.052,-3.0,0.7,-2.3,0.0,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
160,Dave Twardzik,PG,29.0,POR,67.0,0.0,23.8,2.7,5.9,0.464,0.1,0.1,0.571,2.7,5.8,0.463,0.47,2.9,3.8,0.782,0.8,1.6,2.3,4.1,1.1,0.0,2.0,2.2,8.5,13.9,0.562,0.018,0.64,3.5,7.3,5.4,22.9,2.4,0.0,20.6,16.4,2.1,1.5,3.7,0.11,-0.7,0.2,-0.5,0.6,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
161,Kermit Washington,PF,28.0,POR,80.0,0.0,33.2,5.3,9.5,0.553,0.0,0.0,0.0,5.3,9.5,0.555,0.553,2.9,4.5,0.642,4.1,6.5,10.5,2.1,0.9,1.6,2.1,3.8,13.4,18.2,0.584,0.004,0.473,13.2,21.7,17.4,8.9,1.3,2.9,15.6,16.8,5.2,4.0,9.1,0.165,1.3,0.6,1.9,2.6,1980.0,Portland Trail Blazers*,82.0,241.2,40.8,85.5,0.478,0.7,2.3,0.296,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,26.3,38.0,44.0,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,1980.0,Portland Trail Blazers,POR
162,Henry Bibby,PG,30.0,PHI,82.0,8.0,24.8,3.1,7.6,0.401,0.1,0.6,0.212,2.9,7.0,0.418,0.41,2.8,3.5,0.79,0.8,1.7,2.5,3.7,0.8,0.1,1.8,2.0,9.0,11.1,0.491,0.083,0.457,3.6,7.1,5.4,19.8,1.4,0.2,16.4,17.7,1.3,2.1,3.4,0.079,-1.7,-0.5,-2.2,-0.1,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
163,Maurice Cheeks*,PG,23.0,PHI,79.0,79.0,33.2,4.5,8.4,0.54,0.1,0.1,0.444,4.5,8.3,0.541,0.543,2.3,2.9,0.779,0.9,2.5,3.5,7.0,2.3,0.4,2.7,2.5,11.4,15.9,0.589,0.014,0.349,3.2,7.6,5.5,28.2,3.3,0.7,22.1,14.9,3.8,4.1,7.9,0.145,0.5,2.0,2.4,2.9,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
164,Doug Collins,SG,28.0,PHI,36.0,17.0,26.8,5.3,11.4,0.466,0.0,0.0,0.0,5.3,11.4,0.467,0.466,3.1,3.4,0.911,0.8,1.8,2.6,2.8,0.8,0.2,2.3,2.1,13.8,13.6,0.533,0.002,0.302,3.4,6.8,5.2,15.1,1.5,0.4,15.0,22.7,0.9,1.0,1.9,0.094,-1.1,-0.8,-1.9,0.0,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
165,Darryl Dawkins,C,23.0,PHI,80.0,80.0,31.8,6.2,11.8,0.522,0.0,0.1,0.0,6.2,11.8,0.526,0.522,2.4,3.6,0.653,2.5,6.2,8.7,1.9,0.6,1.8,2.9,4.1,14.7,14.6,0.548,0.006,0.308,8.7,19.6,14.5,8.5,0.9,3.0,17.6,20.5,1.3,4.3,5.7,0.107,-1.7,0.6,-1.2,0.5,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
166,Julius Erving*,SF,29.0,PHI,78.0,78.0,36.1,10.7,20.7,0.519,0.1,0.3,0.2,10.7,20.4,0.523,0.52,5.4,6.8,0.787,2.8,4.6,7.4,4.6,2.2,1.8,3.6,2.7,26.9,25.4,0.568,0.012,0.331,8.6,12.9,10.9,21.4,2.8,2.7,13.3,30.3,7.3,5.2,12.5,0.213,5.7,1.9,7.6,6.8,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
167,Bobby Jones*,PF,28.0,PHI,81.0,3.0,26.2,4.9,9.2,0.532,0.0,0.0,0.0,4.9,9.2,0.534,0.532,3.2,4.1,0.781,1.9,3.7,5.6,1.8,1.3,1.5,1.8,2.8,13.0,18.5,0.59,0.004,0.44,8.0,14.1,11.2,9.8,2.2,3.0,14.1,19.5,4.3,3.8,8.1,0.183,1.4,1.9,3.3,2.8,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
168,Caldwell Jones,C,29.0,PHI,80.0,80.0,34.6,2.9,6.7,0.436,0.0,0.0,0.0,2.9,6.6,0.438,0.436,1.6,2.2,0.697,2.7,9.1,11.9,2.1,0.5,2.0,2.7,3.7,7.4,9.7,0.482,0.004,0.335,8.9,26.5,18.2,7.4,0.7,3.2,26.3,11.9,-1.5,5.4,3.9,0.068,-3.1,1.5,-1.6,0.2,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
169,Steve Mix,SF,32.0,PHI,81.0,5.0,19.0,4.5,8.7,0.516,0.0,0.1,0.4,4.4,8.6,0.518,0.519,2.6,3.1,0.831,1.4,2.2,3.6,1.8,0.8,0.1,1.6,1.4,11.6,19.5,0.577,0.014,0.354,8.3,11.5,10.0,14.8,2.0,0.3,14.0,24.5,3.4,2.1,5.5,0.172,2.5,-0.1,2.4,1.7,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
170,Clint Richardson,SG,23.0,PHI,52.0,34.0,19.0,3.1,6.7,0.457,0.0,0.1,0.333,3.0,6.6,0.458,0.458,0.5,0.9,0.622,1.1,1.3,2.4,2.1,0.5,0.3,1.2,1.9,6.7,9.9,0.472,0.009,0.129,6.2,6.9,6.6,14.9,1.1,0.8,14.8,17.5,0.1,1.0,1.1,0.052,-2.1,-0.5,-2.6,-0.2,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
171,Al Skinner,SG,27.0,PHI,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,50.0,16.0,0.0,0.0,0.0,-0.152,-4.6,-0.2,-4.8,0.0,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
172,Jim Spanarkel,SG,22.0,PHI,40.0,0.0,11.1,1.8,3.8,0.471,0.0,0.1,0.0,1.8,3.8,0.477,0.471,1.4,1.6,0.831,0.7,0.7,1.4,1.3,0.3,0.2,1.4,1.5,5.0,10.7,0.545,0.013,0.425,6.9,6.1,6.5,15.9,1.3,0.7,23.9,21.6,0.0,0.5,0.4,0.048,-2.6,-1.0,-3.6,-0.2,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
173,Bernard Toone,PF,23.0,PHI,23.0,0.0,5.4,1.0,2.8,0.359,0.0,0.3,0.143,1.0,2.5,0.386,0.367,0.3,0.4,0.8,0.5,1.0,1.5,0.5,0.2,0.2,0.7,0.9,2.4,8.9,0.402,0.109,0.156,10.9,17.8,14.5,13.8,1.5,2.2,19.0,27.2,-0.3,0.2,-0.1,-0.036,-5.1,-0.3,-5.4,-0.1,1980.0,Philadelphia 76ers*,82.0,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.463,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,27.0,59.0,23.0,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,1980.0,Philadelphia 76ers,PHI
174,Otis Birdsong,SG,24.0,KCK,82.0,0.0,35.2,9.5,18.9,0.505,0.1,0.4,0.278,9.4,18.4,0.511,0.508,3.5,5.0,0.694,2.1,2.0,4.0,2.5,1.7,0.3,2.2,2.8,22.7,18.5,0.538,0.023,0.266,6.1,6.2,6.1,11.1,2.2,0.4,9.4,26.4,4.9,3.7,8.6,0.143,2.0,0.1,2.1,3.0,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
175,Tom Burleson,C,27.0,KCK,37.0,0.0,7.4,1.0,2.8,0.346,0.0,0.1,0.0,1.0,2.7,0.356,0.346,0.6,1.1,0.575,0.6,1.3,1.9,0.5,0.2,0.4,0.7,1.3,2.6,7.8,0.391,0.029,0.385,8.7,20.0,14.2,9.5,1.4,2.8,17.1,21.5,-0.6,0.5,-0.1,-0.012,-5.7,0.4,-5.3,-0.2,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
176,Terry Crosby,PG,23.0,KCK,4.0,0.0,7.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.3,0.3,1.8,0.0,0.0,1.3,1.0,1.5,3.5,0.615,0.0,0.5,0.0,4.0,1.9,30.0,0.0,0.0,50.6,14.1,0.0,0.0,0.0,-0.051,-4.4,-0.4,-4.8,0.0,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
177,Len Elmore,C,27.0,KCK,58.0,0.0,15.8,1.8,4.2,0.43,0.0,0.0,0.0,1.8,4.2,0.43,0.43,0.9,1.3,0.689,1.3,3.2,4.4,1.1,0.7,0.7,1.2,2.7,4.5,10.6,0.472,0.0,0.306,8.4,22.2,15.0,8.8,2.1,2.5,19.6,14.9,-0.3,1.8,1.5,0.08,-3.5,2.1,-1.4,0.1,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
178,Phil Ford,PG,23.0,KCK,82.0,0.0,32.0,6.0,12.9,0.462,0.0,0.3,0.174,5.9,12.6,0.469,0.464,4.2,5.2,0.818,0.4,1.7,2.1,7.4,1.7,0.0,3.4,2.5,16.2,16.5,0.534,0.022,0.4,1.1,6.1,3.5,32.4,2.4,0.1,18.5,23.3,2.7,3.4,6.1,0.111,1.0,-0.2,0.8,1.8,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
179,Gus Gerard,SF,26.0,KCK,73.0,0.0,11.9,2.2,4.8,0.457,0.0,0.0,0.333,2.2,4.7,0.458,0.458,0.9,1.4,0.66,1.1,1.4,2.4,0.6,0.6,0.4,0.7,1.3,5.3,14.1,0.491,0.009,0.287,9.2,12.8,10.9,6.9,2.2,1.7,11.1,20.3,0.5,1.4,1.9,0.104,-0.8,0.6,-0.2,0.4,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
180,Mike Green,C,28.0,KCK,21.0,0.0,21.9,3.3,7.6,0.434,0.0,0.1,0.0,3.3,7.5,0.439,0.434,1.1,2.0,0.571,1.7,3.7,5.4,1.3,0.6,1.0,1.7,2.6,7.7,10.6,0.456,0.013,0.264,7.9,18.9,13.2,8.1,1.3,2.7,16.9,18.6,-0.4,0.8,0.4,0.044,-3.3,0.8,-2.5,-0.1,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
181,Ernie Grunfeld,SF,24.0,KCK,80.0,0.0,17.5,2.3,5.3,0.443,0.0,0.0,0.5,2.3,5.2,0.443,0.444,1.3,1.6,0.771,1.1,1.8,2.9,1.4,0.7,0.1,1.0,1.9,5.9,10.9,0.496,0.005,0.312,6.4,11.5,8.9,10.1,1.9,0.4,14.5,16.0,0.6,1.9,2.5,0.087,-1.9,0.6,-1.3,0.3,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
182,Reggie King,PF,22.0,KCK,82.0,0.0,25.0,3.1,6.1,0.515,0.0,0.0,0.0,3.1,6.1,0.516,0.515,1.9,2.7,0.726,2.2,4.7,6.9,1.3,0.8,0.4,1.2,2.8,8.2,13.5,0.565,0.002,0.439,9.3,20.7,14.8,6.6,1.6,0.9,14.4,13.5,2.8,3.4,6.2,0.146,-0.5,0.9,0.3,1.2,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
183,Sam Lacey,C,31.0,KCK,81.0,0.0,29.8,3.7,8.4,0.448,0.0,0.0,0.0,3.7,8.3,0.448,0.448,1.7,2.3,0.741,2.1,5.8,8.0,5.7,1.4,1.3,2.6,3.8,9.2,14.9,0.49,0.001,0.273,7.4,21.8,14.3,24.5,2.1,2.6,21.8,16.1,0.8,4.8,5.6,0.112,0.0,3.6,3.6,3.4,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
184,Billy McKinney,PG,24.0,KCK,76.0,0.0,17.5,2.7,6.0,0.449,0.0,0.1,0.1,2.7,5.9,0.457,0.45,1.4,1.8,0.805,0.3,0.9,1.1,3.3,0.8,0.1,1.2,1.1,6.8,13.4,0.502,0.022,0.29,1.6,5.5,3.5,24.8,2.0,0.2,14.7,18.2,1.1,1.6,2.7,0.096,-0.6,0.2,-0.5,0.5,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
185,Marlon Redmond,SG,24.0,KCK,24.0,0.0,12.4,2.5,5.8,0.428,0.0,0.4,0.0,2.5,5.4,0.457,0.428,1.0,1.4,0.706,0.8,1.4,2.2,0.8,0.2,0.4,0.8,1.1,5.9,12.0,0.464,0.065,0.246,6.2,12.7,9.3,9.0,0.6,1.8,11.0,23.0,-0.1,0.4,0.3,0.051,-1.9,-0.8,-2.7,0.0,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
186,Bill Robinzine,PF,27.0,KCK,81.0,0.0,23.7,4.5,8.9,0.501,0.0,0.0,0.5,4.5,8.9,0.501,0.501,2.5,3.4,0.73,2.3,4.2,6.5,0.8,1.3,0.3,1.8,3.8,11.4,15.3,0.548,0.003,0.379,9.9,19.8,14.7,4.5,2.6,0.7,14.9,20.7,1.8,3.6,5.5,0.137,-1.5,0.6,-0.8,0.6,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
187,Scott Wedman,SF,27.0,KCK,68.0,0.0,34.5,8.4,16.4,0.512,0.1,0.3,0.318,8.3,16.0,0.516,0.515,2.1,2.7,0.801,1.7,4.0,5.7,2.1,1.2,0.7,1.6,3.4,19.0,16.9,0.541,0.02,0.163,5.0,12.9,8.8,9.3,1.7,1.1,8.6,22.2,3.7,3.4,7.1,0.145,1.1,0.5,1.5,2.1,1980.0,Kansas City Kings*,82.0,241.5,40.6,85.3,0.476,0.5,2.1,0.238,40.1,83.2,0.482,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,25.5,47.0,35.0,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,1980.0,Kansas City Kings,KCK
188,Winford Boynes,SG,22.0,NJN,64.0,0.0,17.2,3.5,7.3,0.473,0.0,0.1,0.0,3.5,7.2,0.477,0.473,1.6,2.1,0.765,0.8,1.3,2.1,1.5,0.9,0.3,1.5,2.1,8.5,13.1,0.518,0.009,0.291,4.8,7.7,6.3,12.8,2.4,0.9,15.4,21.8,0.3,1.3,1.7,0.072,-1.5,0.3,-1.2,0.2,1980.0,New Jersey Nets,82.0,241.5,42.4,90.6,0.469,0.7,2.5,0.279,41.7,88.0,0.474,23.9,31.4,0.761,15.7,31.7,47.3,26.7,10.4,6.3,20.6,24.9,109.5,26.1,34.0,48.0,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,0.321,0.04,0.518,1980.0,New Jersey Nets,NJN
189,Bob Elliott,PF,24.0,NJN,54.0,0.0,13.4,1.9,4.2,0.443,0.0,0.1,0.25,1.9,4.1,0.446,0.445,1.9,2.8,0.684,1.2,2.2,3.4,1.0,0.5,0.3,1.6,1.8,5.7,11.6,0.521,0.018,0.667,9.6,16.9,13.3,10.0,1.8,1.1,23.0,20.5,-0.3,1.0,0.8,0.05,-2.7,-0.2,-2.9,-0.2,1980.0,New Jersey Nets,82.0,241.5,42.4,90.6,0.469,0.7,2.5,0.279,41.7,88.0,0.474,23.9,31.4,0.761,15.7,31.7,47.3,26.7,10.4,6.3,20.6,24.9,109.5,26.1,34.0,48.0,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,0.321,0.04,0.518,1980.0,New Jersey Nets,NJN
