   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
142,Chris Dudley        ,C    ,36.0,POR,43.0,2.0 ,7.6 ,0.5 ,1.2 ,0.4  ,0.0,0.0,0.0  ,0.5 ,1.1 ,0.417,0.4  ,0.2,0.3 ,0.533,0.6,1.2,1.9 ,0.3 ,0.1,0.3,0.3,1.0,1.1
144,Tim Duncan*         ,PF   ,25.0,SAS,82.0,82.0,40.6,9.3 ,18.3,0.508,0.0,0.1,0.1  ,9.3 ,18.2,0.511,0.508,6.8,8.5 ,0.799,3.3,9.4,12.7,3.7 ,0.7,2.5,3.2,2.6,25.5
145,Howard Eisley       ,PG   ,29.0,NYK,39.0,0.0 ,15.6,1.5 ,4.5 ,0.337,0.4,1.5,0.241,1.2 ,3.0 ,0.385,0.377,1.0,1.3 ,0.796,0.2,1.0,1.3 ,2.6 ,0.6,0.1,1.4,1.4,4.4
147,LaPhonso Ellis      ,SF   ,31.0,MIA,66.0,14.0,25.5,2.9 ,6.8 ,0.418,0.6,1.9,0.306,2.3 ,5.0 ,0.46 ,0.46 ,0.8,1.3 ,0.631,1.6,2.7,4.3 ,0.8 ,0.5,0.6,1.1,3.0,7.1
149,Maurice Evans       ,SG   ,23.0,MIN,10.0,0.0 ,4.5 ,0.9 ,1.9 ,0.474,0.0,0.3,0.0  ,0.9 ,1.6 ,0.563,0.474,0.3,0.4 ,0.75 ,0.3,0.1,0.4 ,0.4 ,0.0,0.0,0.2,0.9,2.1
150,Patrick Ewing*      ,C    ,39.0,ORL,65.0,4.0 ,13.9,2.3 ,5.1 ,0.444,0.0,0.0,0.0  ,2.3 ,5.1 ,0.446,0.444,1.4,2.1 ,0.701,0.9,3.1,4.0 ,0.5 ,0.3,0.7,1.0,2.0,6.0
151,Danny Ferry         ,SF   ,35.0,SAS,50.0,2.0 ,16.0,1.5 ,3.5 ,0.429,0.9,2.0,0.434,0.7 ,1.6 ,0.423,0.551,0.7,0.7 ,0.944,0.3,1.5,1.8 ,1.0 ,0.3,0.2,0.4,1.4,4.6
152,Michael Finley      ,SF   ,28.0,DAL,69.0,69.0,39.9,8.2 ,17.8,0.463,1.1,3.2,0.339,7.1 ,14.6,0.491,0.494,3.0,3.6 ,0.837,1.3,3.9,5.2 ,3.3 ,0.9,0.4,1.7,2.1,20.6
153,Derek Fisher        ,PG   ,27.0,LAL,70.0,35.0,28.2,3.9 ,9.5 ,0.411,2.1,5.0,0.413,1.9 ,4.5 ,0.41 ,0.52 ,1.3,1.6 ,0.847,0.2,1.9,2.1 ,2.6 ,0.9,0.1,0.9,1.7,11.2
154,Marcus Fizer        ,PF   ,23.0,CHI,76.0,20.0,25.8,4.9 ,11.2,0.438,0.1,0.5,0.171,4.8 ,10.6,0.451,0.442,2.5,3.7 ,0.668,1.7,3.9,5.6 ,1.6 ,0.6,0.3,1.7,2.4,12.3
155,Isaac Fontaine      ,SG   ,26.0,MEM,6.0 ,0.0 ,12.5,0.5 ,2.3 ,0.214,0.2,0.8,0.2  ,0.3 ,1.5 ,0.222,0.25 ,0.7,1.0 ,0.667,0.0,0.8,0.8 ,0.7 ,0.0,0.0,0.7,1.0,1.8
157,Joseph Forte        ,SG   ,20.0,BOS,8.0 ,0.0 ,4.9 ,0.1 ,1.5 ,0.083,0.0,0.4,0.0  ,0.1 ,1.1 ,0.111,0.083,0.5,0.5 ,1.0  ,0.1,0.6,0.8 ,0.8 ,0.3,0.0,0.4,0.1,0.8
158,Danny Fortson       ,PF   ,25.0,GSW,77.0,76.0,28.8,4.0 ,9.4 ,0.428,0.0,0.1,0.25 ,4.0 ,9.3 ,0.429,0.429,3.2,4.0 ,0.795,3.8,7.9,11.7,1.6 ,0.6,0.2,2.1,3.3,11.2
159,Greg Foster         ,PF   ,33.0,MIL,6.0 ,0.0 ,4.0 ,0.3 ,1.5 ,0.222,0.0,0.7,0.0  ,0.3 ,0.8 ,0.4  ,0.222,0.5,0.7 ,0.75 ,0.0,1.3,1.3 ,0.2 ,0.0,0.0,0.0,0.7,1.2
160,Jeff Foster         ,C    ,25.0,IND,82.0,48.0,21.8,2.2 ,4.8 ,0.449,0.0,0.2,0.133,2.1 ,4.6 ,0.462,0.452,1.4,2.2 ,0.61 ,2.5,4.3,6.8 ,0.9 ,0.9,0.5,1.0,2.8,5.7
161,Antonis Fotsis      ,PF   ,20.0,MEM,28.0,1.0 ,11.4,1.5 ,3.7 ,0.404,0.3,0.8,0.304,1.3 ,2.9 ,0.432,0.438,0.6,0.7 ,0.85 ,0.9,1.3,2.2 ,0.4 ,0.3,0.4,0.8,0.8,3.9
163,Rick Fox            ,SF   ,32.0,LAL,82.0,82.0,27.9,3.1 ,7.4 ,0.421,0.8,2.5,0.313,2.3 ,4.8 ,0.479,0.475,0.9,1.0 ,0.824,1.1,3.6,4.7 ,3.5 ,0.8,0.3,1.6,3.0,7.9
166,Steve Francis       ,PG   ,24.0,HOU,57.0,56.0,41.1,7.4 ,17.7,0.417,1.2,3.7,0.324,6.2 ,14.0,0.442,0.451,5.7,7.4 ,0.773,1.8,5.2,7.0 ,6.4 ,1.2,0.4,3.9,3.0,21.6
167,Lawrence Funderburke,PF   ,31.0,SAC,56.0,1.0 ,12.9,2.1 ,4.4 ,0.469,0.0,0.1,0.0  ,2.1 ,4.3 ,0.475,0.469,0.6,1.0 ,0.607,1.4,2.2,3.5 ,0.6 ,0.2,0.3,0.6,1.2,4.7
168,Kevin Garnett*      ,PF   ,25.0,MIN,81.0,81.0,39.2,8.1 ,17.3,0.47 ,0.5,1.4,0.319,7.7 ,15.9,0.484,0.484,4.4,5.5 ,0.801,3.0,9.1,12.1,5.2 ,1.2,1.6,2.8,2.3,21.2
172,Pat Garrity         ,PF   ,25.0,ORL,80.0,43.0,30.1,4.1 ,9.6 ,0.426,2.1,5.0,0.427,2.0 ,4.6 ,0.426,0.537,0.8,0.9 ,0.836,1.0,3.3,4.2 ,1.2 ,0.8,0.4,0.9,2.9,11.1
173,Pau Gasol           ,PF   ,21.0,MEM,82.0,79.0,36.7,6.7 ,13.0,0.518,0.0,0.1,0.2  ,6.7 ,12.9,0.519,0.518,4.1,5.8 ,0.709,2.9,6.0,8.9 ,2.7 ,0.5,2.1,2.7,2.4,17.6
174,Chris Gatling       ,PF   ,34.0,MIA,54.0,1.0 ,15.0,2.4 ,5.4 ,0.447,0.0,0.1,0.125,2.4 ,5.3 ,0.456,0.449,1.5,2.2 ,0.701,1.3,2.5,3.8 ,0.5 ,0.3,0.2,1.1,2.0,6.4
176,Devean George       ,SF   ,24.0,LAL,82.0,1.0 ,21.5,2.6 ,6.4 ,0.411,0.8,2.2,0.371,1.8 ,4.2 ,0.432,0.474,1.0,1.5 ,0.675,1.0,2.7,3.7 ,1.4 ,0.9,0.5,0.8,2.3,7.1
177,Eddie Gill          ,PG   ,23.0,MEM,23.0,5.0 ,16.7,1.7 ,4.0 ,0.424,0.3,1.0,0.318,1.4 ,3.0 ,0.457,0.462,1.3,1.7 ,0.795,0.3,0.9,1.2 ,2.1 ,0.5,0.1,1.5,1.7,5.0
