   ,Player             ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
283,Al Jefferson       ,C    ,27.0,UTA,61.0,61.0,34.0,8.5 ,17.2,0.492,0.0,0.1,0.25 ,8.4,17.1,0.493,0.493,2.2,2.9 ,0.774,2.2,7.4 ,9.6 ,2.2 ,0.8,1.7,1.0,2.5,19.2
284,Richard Jefferson  ,SF   ,31.0,TOT,63.0,44.0,27.7,3.2 ,7.7 ,0.416,1.8,4.3,0.42 ,1.4,3.5 ,0.411,0.532,0.9,1.3 ,0.694,0.4,3.1 ,3.5 ,1.4 ,0.6,0.3,0.8,1.9,9.2
287,Jared Jeffries     ,PF   ,30.0,NYK,39.0,4.0 ,18.7,1.5 ,3.7 ,0.41 ,0.1,0.4,0.188,1.4,3.3 ,0.438,0.42 ,1.3,1.8 ,0.681,1.8,2.1 ,3.9 ,0.7 ,0.7,0.6,0.7,2.3,4.4
288,Charles Jenkins    ,PG   ,22.0,GSW,51.0,28.0,17.5,2.5 ,5.7 ,0.447,0.1,0.4,0.15 ,2.5,5.3 ,0.469,0.452,0.7,0.8 ,0.872,0.2,1.2 ,1.3 ,3.3 ,0.6,0.1,1.2,1.7,5.8
290,Brandon Jennings   ,PG   ,22.0,MIL,66.0,66.0,35.3,7.1 ,17.0,0.418,2.0,5.9,0.332,5.2,11.1,0.464,0.476,2.9,3.6 ,0.808,0.7,2.7 ,3.4 ,5.5 ,1.6,0.3,2.2,1.7,19.1
291,Jonas Jerebko      ,PF   ,24.0,DET,64.0,13.0,22.9,3.3 ,7.1 ,0.468,0.5,1.7,0.302,2.8,5.4 ,0.519,0.503,1.6,1.9 ,0.806,1.5,3.3 ,4.8 ,0.7 ,0.6,0.3,1.0,2.5,8.7
292,Yi Jianlian        ,PF   ,24.0,DAL,30.0,0.0 ,6.8 ,1.0 ,2.7 ,0.378,0.1,0.3,0.3  ,0.9,2.4 ,0.389,0.396,0.5,0.7 ,0.667,0.4,1.2 ,1.6 ,0.2 ,0.2,0.3,0.5,0.8,2.6
293,Amir Johnson       ,PF   ,24.0,TOR,64.0,43.0,24.3,3.1 ,5.3 ,0.576,0.0,0.1,0.4  ,3.0,5.2 ,0.579,0.579,0.9,1.3 ,0.69 ,2.3,4.0 ,6.4 ,1.2 ,0.5,1.1,1.5,3.3,7.1
294,Armon Johnson      ,PG   ,22.0,TOT,9.0 ,0.0 ,13.8,2.2 ,4.8 ,0.465,0.1,0.3,0.333,2.1,4.4 ,0.475,0.477,0.7,0.7 ,1.0  ,0.1,1.3 ,1.4 ,1.2 ,0.6,0.0,0.7,1.0,5.2
297,Carldell Johnson   ,PG   ,29.0,NOH,15.0,0.0 ,7.9 ,0.7 ,2.3 ,0.314,0.3,1.0,0.267,0.5,1.3 ,0.35 ,0.371,0.1,0.2 ,0.333,0.1,0.5 ,0.6 ,1.5 ,0.5,0.0,0.5,0.7,1.8
301,Ivan Johnson       ,PF   ,27.0,ATL,56.0,0.0 ,16.7,2.5 ,4.9 ,0.513,0.0,0.1,0.333,2.5,4.8 ,0.517,0.516,1.3,1.8 ,0.72 ,1.2,2.9 ,4.0 ,0.6 ,0.8,0.3,1.2,2.1,6.4
303,James Johnson      ,SF   ,24.0,TOR,62.0,40.0,25.2,3.8 ,8.4 ,0.45 ,0.3,1.0,0.317,3.5,7.4 ,0.467,0.468,1.3,1.9 ,0.704,1.2,3.5 ,4.7 ,2.0 ,1.1,1.4,1.6,2.9,9.1
304,Joe Johnson        ,SG   ,30.0,ATL,60.0,60.0,35.5,7.1 ,15.5,0.454,2.1,5.4,0.388,5.0,10.2,0.489,0.521,2.6,3.1 ,0.849,0.9,2.8 ,3.7 ,3.9 ,0.8,0.2,1.9,1.3,18.8
306,Wesley Johnson     ,SF   ,24.0,MIN,65.0,64.0,22.6,2.4 ,6.1 ,0.398,0.8,2.6,0.314,1.6,3.5 ,0.461,0.465,0.4,0.5 ,0.706,0.4,2.4 ,2.7 ,0.9 ,0.5,0.7,0.9,1.8,6.0
307,Dahntay Jones      ,SF   ,31.0,IND,65.0,3.0 ,16.2,1.8 ,4.3 ,0.409,0.5,1.2,0.429,1.3,3.1 ,0.402,0.468,1.3,1.5 ,0.838,0.4,1.4 ,1.8 ,1.0 ,0.4,0.2,0.7,1.8,5.3
308,Dominique Jones    ,SG   ,23.0,DAL,33.0,1.0 ,8.1 ,0.9 ,2.2 ,0.397,0.0,0.2,0.125,0.8,2.0 ,0.431,0.404,0.9,1.1 ,0.784,0.3,1.1 ,1.3 ,1.3 ,0.3,0.2,0.8,0.8,2.7
309,James Jones        ,SG   ,31.0,MIA,51.0,10.0,13.1,1.1 ,2.9 ,0.38 ,0.9,2.2,0.404,0.2,0.7 ,0.306,0.533,0.5,0.6 ,0.833,0.1,0.8 ,1.0 ,0.4 ,0.3,0.2,0.2,0.9,3.6
313,DeAndre Jordan     ,C    ,23.0,LAC,66.0,66.0,27.2,3.1 ,4.9 ,0.632,0.0,0.0,0.0  ,3.1,4.9 ,0.634,0.632,1.1,2.1 ,0.525,3.1,5.2 ,8.3 ,0.3 ,0.5,2.0,1.1,2.9,7.4
315,Cory Joseph        ,PG   ,20.0,SAS,29.0,1.0 ,9.2 ,0.8 ,2.4 ,0.314,0.1,0.5,0.2  ,0.7,1.9 ,0.345,0.336,0.4,0.6 ,0.647,0.2,0.7 ,0.9 ,1.2 ,0.2,0.1,0.4,0.6,2.0
318,Jason Kapono       ,SG   ,30.0,LAL,27.0,0.0 ,10.0,0.8 ,2.0 ,0.382,0.3,1.0,0.296,0.5,1.0 ,0.464,0.455,0.1,0.1 ,1.0  ,0.1,0.4 ,0.5 ,0.4 ,0.1,0.0,0.2,0.8,2.0
319,D.J. Kennedy       ,SF   ,22.0,CLE,2.0 ,0.0 ,29.5,2.5 ,6.0 ,0.417,1.0,2.0,0.5  ,1.5,4.0 ,0.375,0.5  ,0.0,1.0 ,0.0  ,0.5,3.0 ,3.5 ,1.5 ,1.0,0.0,1.5,3.5,6.0
320,Jason Kidd*        ,PG   ,38.0,DAL,48.0,48.0,28.7,2.1 ,5.7 ,0.363,1.6,4.6,0.354,0.4,1.0 ,0.4  ,0.507,0.5,0.6 ,0.786,0.3,3.8 ,4.1 ,5.5 ,1.7,0.2,1.9,1.7,6.2
321,Linas Kleiza       ,SF   ,27.0,TOR,49.0,3.0 ,21.6,3.4 ,8.4 ,0.402,1.3,3.7,0.346,2.1,4.7 ,0.446,0.478,1.7,2.0 ,0.81 ,0.9,3.2 ,4.1 ,0.9 ,0.5,0.1,1.3,2.4,9.7
322,Brandon Knight     ,PG   ,20.0,DET,66.0,60.0,32.3,4.8 ,11.7,0.415,1.6,4.2,0.38 ,3.2,7.5 ,0.434,0.483,1.6,2.1 ,0.759,0.5,2.7 ,3.2 ,3.8 ,0.7,0.2,2.6,2.3,12.8
323,Kyle Korver        ,SG   ,30.0,CHI,65.0,7.0 ,22.6,2.7 ,6.3 ,0.432,1.8,4.2,0.435,0.9,2.2 ,0.426,0.575,0.8,1.0 ,0.833,0.4,2.0 ,2.4 ,1.7 ,0.6,0.2,0.8,1.7,8.1
325,Carl Landry        ,PF   ,28.0,NOH,41.0,8.0 ,24.4,4.4 ,8.8 ,0.503,0.0,0.1,0.0  ,4.4,8.8 ,0.507,0.503,3.6,4.5 ,0.799,1.9,3.3 ,5.2 ,0.9 ,0.3,0.3,1.6,2.2,12.5
326,Ty Lawson          ,PG   ,24.0,DEN,61.0,61.0,34.8,6.1 ,12.6,0.488,1.2,3.3,0.365,4.9,9.3 ,0.531,0.535,2.9,3.5 ,0.824,0.9,2.8 ,3.7 ,6.6 ,1.3,0.1,2.4,1.5,16.4
327,Courtney Lee       ,SG   ,26.0,HOU,58.0,26.0,30.3,4.3 ,10.0,0.433,1.5,3.7,0.401,2.8,6.3 ,0.452,0.508,1.2,1.5 ,0.826,0.4,2.3 ,2.7 ,1.5 ,1.2,0.4,1.1,1.8,11.4
328,David Lee          ,PF   ,28.0,GSW,57.0,57.0,37.2,8.1 ,16.2,0.503,0.0,0.1,0.0  ,8.1,16.1,0.506,0.503,3.8,4.9 ,0.782,3.0,6.6 ,9.6 ,2.8 ,0.9,0.4,2.6,3.1,20.1
329,Malcolm Lee        ,SG   ,21.0,MIN,19.0,0.0 ,12.8,1.2 ,3.1 ,0.39 ,0.1,0.5,0.2  ,1.1,2.6 ,0.429,0.407,0.7,0.9 ,0.824,0.5,0.9 ,1.4 ,1.6 ,0.4,0.2,0.9,1.2,3.3
330,Kawhi Leonard      ,SF   ,20.0,SAS,64.0,39.0,24.0,3.1 ,6.3 ,0.493,0.6,1.7,0.376,2.5,4.6 ,0.536,0.543,1.1,1.4 ,0.773,1.6,3.5 ,5.1 ,1.1 ,1.3,0.4,0.7,1.4,7.9
332,Jon Leuer          ,PF   ,22.0,MIL,46.0,12.0,12.1,2.1 ,4.2 ,0.508,0.1,0.2,0.333,2.0,4.0 ,0.516,0.516,0.5,0.6 ,0.75 ,1.0,1.6 ,2.6 ,0.5 ,0.3,0.4,0.4,1.5,4.7
