   ,Player               ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
159,Keyon Dooling        ,PG   ,28.0,NJN,77.0,18.0,26.9,3.4 ,7.8 ,0.436,1.3,3.1,0.421,2.1,4.7 ,0.446,0.519,1.6,2.0 ,0.825,0.3,1.7,2.0 ,3.5 ,0.9,0.1,1.4,1.8,9.7
161,Quincy Douby         ,PG   ,24.0,TOT,27.0,0.0 ,11.1,1.6 ,4.1 ,0.382,0.5,1.7,0.304,1.0,2.4 ,0.438,0.445,0.6,0.7 ,0.895,0.2,1.0,1.2 ,0.9 ,0.2,0.2,0.5,1.0,4.3
164,Chris Douglas-Roberts,SG   ,22.0,NJN,44.0,3.0 ,13.3,1.8 ,4.0 ,0.46 ,0.1,0.3,0.25 ,1.8,3.7 ,0.476,0.469,1.2,1.4 ,0.823,0.3,0.8,1.1 ,1.2 ,0.3,0.2,0.7,0.8,4.9
165,Goran Dragić         ,PG   ,22.0,PHO,55.0,1.0 ,13.2,1.6 ,4.1 ,0.393,0.4,1.0,0.37 ,1.2,3.1 ,0.4  ,0.438,0.9,1.2 ,0.769,0.6,1.3,1.9 ,2.0 ,0.5,0.1,1.3,1.6,4.5
166,Jared Dudley         ,SF   ,23.0,TOT,68.0,7.0 ,17.0,2.0 ,4.2 ,0.477,0.4,1.1,0.392,1.6,3.1 ,0.507,0.528,1.0,1.5 ,0.676,1.2,1.8,3.0 ,0.8 ,0.8,0.1,0.6,1.5,5.5
169,Chris Duhon          ,PG   ,26.0,NYK,79.0,78.0,36.8,3.6 ,8.6 ,0.421,1.6,4.1,0.391,2.0,4.5 ,0.449,0.515,2.3,2.6 ,0.856,0.6,2.5,3.1 ,7.2 ,0.9,0.1,2.8,1.6,11.1
170,Tim Duncan*          ,C    ,32.0,SAS,75.0,75.0,33.7,7.4 ,14.8,0.504,0.0,0.0,0.0  ,7.4,14.7,0.505,0.504,4.5,6.4 ,0.692,2.7,8.0,10.7,3.5 ,0.5,1.7,2.2,2.3,19.3
172,Mike Dunleavy        ,SG   ,28.0,IND,18.0,14.0,27.5,5.2 ,12.9,0.401,1.8,5.0,0.356,3.4,7.9 ,0.43 ,0.47 ,2.9,3.6 ,0.815,0.8,3.0,3.8 ,2.4 ,0.7,0.5,2.1,2.0,15.1
173,Kevin Durant         ,SF   ,20.0,OKC,74.0,74.0,39.0,8.9 ,18.8,0.476,1.3,3.1,0.422,7.6,15.7,0.486,0.51 ,6.1,7.1 ,0.863,1.0,5.5,6.5 ,2.8 ,1.3,0.7,3.0,1.8,25.3
174,Monta Ellis          ,SG   ,23.0,GSW,25.0,25.0,35.7,7.8 ,17.2,0.451,0.3,1.0,0.308,7.4,16.2,0.46 ,0.46 ,3.1,3.8 ,0.83 ,0.6,3.8,4.3 ,3.7 ,1.6,0.3,2.7,2.7,19.0
175,Francisco Elson      ,C    ,32.0,MIL,59.0,23.0,16.6,1.4 ,2.9 ,0.491,0.0,0.1,0.25 ,1.4,2.8 ,0.497,0.494,0.6,0.7 ,0.846,1.7,2.2,3.9 ,0.5 ,0.6,0.6,0.8,2.4,3.4
177,Maurice Evans        ,SF   ,30.0,ATL,80.0,25.0,23.0,2.6 ,6.0 ,0.432,1.2,3.1,0.395,1.4,2.9 ,0.47 ,0.533,0.8,0.9 ,0.822,1.1,1.9,3.0 ,0.7 ,0.6,0.1,0.5,2.0,7.2
178,Reggie Evans         ,PF   ,28.0,PHI,79.0,7.0 ,14.4,1.0 ,2.3 ,0.444,0.0,0.0,0.0  ,1.0,2.2 ,0.446,0.444,1.3,2.2 ,0.594,1.7,2.9,4.6 ,0.3 ,0.5,0.1,0.9,2.0,3.3
