   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
274,Nenê                    ,C    ,35.0,HOU,52.0,4.0 ,14.6,2.6 ,4.6 ,0.569,0.0,0.0 ,0.0  ,2.6,4.6 ,0.574,0.569,1.3,2.1 ,0.636,1.0,2.3 ,3.4 ,0.9 ,0.5,0.3,0.7,2.4,6.5
275,George Hill             ,PG   ,31.0,TOT,67.0,60.0,27.0,3.5 ,7.7 ,0.46 ,1.3,3.1 ,0.415,2.3,4.6 ,0.49 ,0.543,1.6,2.1 ,0.786,0.6,2.1 ,2.7 ,2.8 ,0.9,0.4,1.3,1.9,10.0
278,Solomon Hill            ,SF   ,26.0,NOP,12.0,1.0 ,15.6,0.9 ,3.4 ,0.268,0.3,1.8 ,0.19 ,0.6,1.7 ,0.35 ,0.317,0.3,0.5 ,0.5  ,0.8,2.3 ,3.0 ,1.8 ,0.6,0.1,0.8,1.8,2.4
279,Darrun Hilliard         ,SG   ,24.0,SAS,14.0,0.0 ,6.8 ,0.4 ,1.4 ,0.263,0.0,0.4 ,0.0  ,0.4,0.9 ,0.385,0.263,0.4,0.5 ,0.857,0.0,0.5 ,0.5 ,0.8 ,0.1,0.0,0.3,0.5,1.1
281,Jrue Holiday            ,SG   ,27.0,NOP,81.0,81.0,36.1,7.6 ,15.4,0.494,1.5,4.4 ,0.337,6.1,11.0,0.557,0.543,2.3,2.9 ,0.786,0.8,3.7 ,4.5 ,6.0 ,1.5,0.8,2.6,2.5,19.0
282,Justin Holiday          ,SG   ,28.0,CHI,72.0,72.0,31.5,4.0 ,10.9,0.371,2.2,6.2 ,0.359,1.8,4.6 ,0.387,0.474,1.9,2.3 ,0.823,0.4,3.6 ,4.0 ,2.1 ,1.1,0.4,1.3,1.9,12.2
283,John Holland            ,SF   ,29.0,CLE,24.0,0.0 ,7.3 ,0.7 ,2.5 ,0.288,0.5,1.5 ,0.306,0.3,1.0 ,0.261,0.381,0.4,0.5 ,0.692,0.3,0.8 ,1.0 ,0.2 ,0.3,0.1,0.3,0.4,2.3
284,Rondae Hollis-Jefferson ,SF   ,23.0,BRK,68.0,59.0,28.2,5.0 ,10.6,0.472,0.2,0.8 ,0.241,4.8,9.9 ,0.491,0.481,3.7,4.6 ,0.788,1.5,5.3 ,6.8 ,2.5 ,1.0,0.7,1.8,2.1,13.9
285,Richaun Holmes          ,C    ,24.0,PHI,48.0,2.0 ,15.5,2.8 ,5.0 ,0.56 ,0.1,0.6 ,0.129,2.7,4.4 ,0.624,0.568,0.8,1.2 ,0.661,1.2,3.2 ,4.4 ,1.3 ,0.4,0.6,0.5,2.0,6.5
286,Rodney Hood             ,SG   ,25.0,TOT,60.0,23.0,26.9,5.4 ,12.5,0.429,2.1,5.6 ,0.381,3.3,7.0 ,0.467,0.513,1.9,2.2 ,0.86 ,0.4,2.4 ,2.8 ,1.6 ,0.8,0.2,1.2,1.8,14.7
290,Al Horford              ,C    ,31.0,BOS,72.0,72.0,31.6,5.1 ,10.5,0.489,1.3,3.1 ,0.429,3.8,7.3 ,0.514,0.553,1.3,1.7 ,0.783,1.4,5.9 ,7.4 ,4.7 ,0.6,1.1,1.8,1.9,12.9
291,Danuel House Jr.        ,SG   ,24.0,PHO,23.0,3.0 ,17.5,2.4 ,5.6 ,0.434,0.7,2.5 ,0.259,1.8,3.1 ,0.577,0.492,1.1,1.3 ,0.806,0.6,2.7 ,3.3 ,1.1 ,0.3,0.3,0.5,1.0,6.6
292,Dwight Howard           ,C    ,32.0,CHO,81.0,81.0,30.4,6.2 ,11.2,0.555,0.0,0.1 ,0.143,6.2,11.2,0.559,0.556,4.1,7.2 ,0.574,3.1,9.3 ,12.5,1.3 ,0.6,1.6,2.6,3.1,16.6
293,Josh Huestis            ,PF   ,26.0,OKC,69.0,10.0,14.2,0.9 ,2.6 ,0.33 ,0.5,1.7 ,0.287,0.4,1.0 ,0.403,0.42 ,0.1,0.3 ,0.3  ,0.6,1.7 ,2.3 ,0.3 ,0.2,0.6,0.4,1.2,2.3
294,R.J. Hunter             ,SG   ,24.0,HOU,5.0 ,1.0 ,9.0 ,1.4 ,4.0 ,0.35 ,0.6,2.8 ,0.214,0.8,1.2 ,0.667,0.425,0.4,0.4 ,1.0  ,0.0,1.0 ,1.0 ,0.6 ,0.6,0.0,0.4,1.4,3.8
296,Serge Ibaka             ,PF   ,28.0,TOR,76.0,76.0,27.5,5.0 ,10.3,0.483,1.4,3.9 ,0.36 ,3.6,6.4 ,0.559,0.552,1.2,1.6 ,0.797,1.0,5.3 ,6.3 ,0.8 ,0.4,1.3,1.2,2.8,12.6
297,Andre Iguodala          ,SF   ,34.0,GSW,64.0,7.0 ,25.3,2.3 ,5.0 ,0.463,0.5,1.8 ,0.282,1.8,3.2 ,0.567,0.514,0.9,1.4 ,0.632,0.8,3.1 ,3.8 ,3.3 ,0.8,0.6,1.0,1.5,6.0
298,Ersan İlyasova          ,PF   ,30.0,TOT,69.0,43.0,25.1,4.0 ,8.9 ,0.452,1.3,3.7 ,0.36 ,2.7,5.2 ,0.517,0.526,1.5,2.0 ,0.778,1.7,4.2 ,5.9 ,1.3 ,0.9,0.4,1.0,2.3,10.9
301,Joe Ingles              ,SF   ,30.0,UTA,82.0,81.0,31.4,4.1 ,8.8 ,0.467,2.5,5.7 ,0.44 ,1.6,3.1 ,0.516,0.609,0.8,1.0 ,0.795,0.3,3.9 ,4.2 ,4.8 ,1.1,0.2,1.9,2.2,11.5
302,Andre Ingram            ,SG   ,32.0,LAL,2.0 ,0.0 ,32.0,4.0 ,8.5 ,0.471,2.5,4.5 ,0.556,1.5,4.0 ,0.375,0.618,1.5,1.5 ,1.0  ,0.5,2.5 ,3.0 ,3.5 ,1.5,1.5,1.5,1.5,12.0
303,Brandon Ingram          ,SF   ,20.0,LAL,59.0,59.0,33.5,6.1 ,12.9,0.47 ,0.7,1.8 ,0.39 ,5.4,11.1,0.483,0.497,3.3,4.8 ,0.681,1.0,4.4 ,5.3 ,3.9 ,0.8,0.7,2.5,2.8,16.1
304,Kyrie Irving            ,PG   ,25.0,BOS,60.0,60.0,32.2,8.9 ,18.1,0.491,2.8,6.8 ,0.408,6.1,11.3,0.541,0.568,3.9,4.4 ,0.889,0.6,3.2 ,3.8 ,5.1 ,1.1,0.3,2.3,2.0,24.4
