     ,Player               ,Age,Tm ,G ,GS,MVP_Share,MVP_Rank,MP  ,FG  ,FGA ,FG%   ,3P ,3PA ,3P%   ,2P  ,2PA ,2P%   ,eFG%  ,FT ,FTA ,FT%   ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS ,Year,Tm_AGE,Tm_W,Tm_L,Tm_PW,Tm_PL,Tm_MOV,Tm_SOS,Tm_SRS,Tm_ORtg,Tm_DRtg,Tm_NRtg,Tm_PACE,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_TOV%,Tm_ORB%,Tm_FT/FGA,Tm_Op_eFG%,Tm_Op_TOV%,Tm_DRB%,Tm_Op_FT/FGA,Win%
12809,Rajon Rondo          ,25 ,BOS,53,53,0.0099   ,8       ,36.9,4.8 ,10.8,0.4444,0.2,0.8 ,0.25  ,4.6 ,10  ,0.46  ,0.4537,2  ,3.4 ,0.5882,1.2,3.7 ,4.8 ,11.7,1.8,0.1,3.6,1.9,11.9,2012,29.1  ,41  ,40  ,40   ,41   ,-0.22 ,-0.4  ,-0.62 ,103.1  ,103.3  ,-0.2   ,91.7   ,0.263 ,0.215  ,0.542 ,0.503  ,14.1   ,20.1   ,0.204    ,0.482     ,14.2      ,73.3   ,0.216       ,0.506
3364 ,John Stockton        ,27 ,UTA,78,78,0.0098   ,9       ,37.4,6.1 ,11.8,0.5169,0.6,1.4 ,0.4286,5.4 ,10.3,0.5243,0.5339,4.5,5.5 ,0.8182,0.7,1.9 ,2.6 ,14.5,2.7,0.2,3.5,3  ,17.2,1990,28.7  ,54  ,28  ,50   ,32   ,3.33  ,-0.15 ,3.18  ,108.6  ,105.1  ,3.5    ,95.3   ,0.378 ,0.07   ,0.559 ,0.503  ,14.6   ,27.6   ,0.298    ,0.473     ,13.7      ,69.2   ,0.23        ,0.659
1846 ,James Worthy         ,24 ,LAL,75,73,0.009    ,12      ,32.7,8.4 ,14.5,0.5793,0  ,0.2 ,0     ,8.4 ,14.3,0.5874,0.5793,3.2,4.2 ,0.7619,1.8,3.3 ,5.2 ,2.7 ,1.1,1  ,2  ,2.6,20  ,1986,27.8  ,65  ,17  ,62   ,20   ,9.3   ,-0.99 ,8.32  ,115.6  ,106.5  ,9.1    ,101.6  ,0.352 ,0.062  ,0.577 ,0.528  ,14     ,34.1   ,0.278    ,0.476     ,13.8      ,66.3   ,0.23        ,0.793
9467 ,LeBron James         ,19 ,CLE,79,79,0.0089   ,9       ,39.5,7.9 ,18.9,0.418 ,0.8,2.7 ,0.2963,7.1 ,16.1,0.441 ,0.4392,4.4,5.8 ,0.7586,1.3,4.2 ,5.5 ,5.9 ,1.6,0.7,3.5,1.9,20.9,2004,26.5  ,42  ,40  ,43   ,39   ,0.79  ,-0.52 ,0.27  ,106.6  ,105.7  ,0.9    ,89.7   ,0.325 ,0.135  ,0.518 ,0.47   ,13     ,32.5   ,0.244    ,0.485     ,14.1      ,71.5   ,0.248       ,0.512
7870 ,Kobe Bryant          ,22 ,LAL,68,68,0.0089   ,9       ,40.9,10.3,22.2,0.464 ,0.9,2.9 ,0.3103,9.4 ,19.3,0.487 ,0.4842,7  ,8.2 ,0.8537,1.5,4.3 ,5.9 ,5   ,1.7,0.6,3.2,3.3,28.5,2001,27.9  ,58  ,24  ,60   ,22   ,7.12  ,0.03  ,7.15  ,109.4  ,101.7  ,7.7    ,92.1   ,0.313 ,0.21   ,0.534 ,0.498  ,11.8   ,28.8   ,0.218    ,0.453     ,13        ,72     ,0.233       ,0.707
5360 ,Dennis Rodman        ,33 ,SAS,49,26,0.0086   ,12      ,32  ,2.8 ,4.9 ,0.5714,0  ,0   ,0     ,2.8 ,4.9 ,0.5714,0.5714,1.5,2.3 ,0.6522,5.6,11.2,16.8,2   ,0.6,0.5,2  ,3.2,7.1 ,1995,29.4  ,59  ,23  ,58   ,24   ,6.3   ,-0.33 ,5.98  ,110.2  ,103.5  ,6.7    ,93.3   ,0.342 ,0.2    ,0.558 ,0.516  ,13.6   ,27.5   ,0.252    ,0.472     ,13.9      ,70     ,0.216       ,0.72
3917 ,Joe Dumars           ,27 ,DET,80,80,0.0083   ,15      ,38.1,7.8 ,16.2,0.4815,0.2,0.6 ,0.3333,7.6 ,15.6,0.4872,0.4877,4.6,5.2 ,0.8846,0.8,1.6 ,2.3 ,5.5 ,1.1,0.1,2.4,1.7,20.4,1991,30.1  ,48  ,34  ,47   ,35   ,2.04  ,0.01  ,2.06  ,107.5  ,105.3  ,2.2    ,91.6   ,0.307 ,0.077  ,0.52  ,0.477  ,13.5   ,34.9   ,0.228    ,0.468     ,12.5      ,68.5   ,0.204       ,0.585
6887 ,Kevin Garnett        ,22 ,MIN,47,47,0.0076   ,10      ,37.9,8.8 ,19.1,0.4607,0.1,0.3 ,0.3333,8.7 ,18.9,0.4603,0.4634,3.1,4.4 ,0.7045,3.5,6.9 ,10.4,4.3 ,1.7,1.8,2.9,3.2,20.8,1999,26.6  ,50  ,32  ,48   ,34   ,2.52  ,0.14  ,2.67  ,106.1  ,103.4  ,2.7    ,91.8   ,0.256 ,0.104  ,0.525 ,0.485  ,12.9   ,29.4   ,0.2      ,0.474     ,14        ,73     ,0.25        ,0.61
12390,Amar'e Stoudemire    ,28 ,NYK,78,78,0.0074   ,9       ,36.8,9.5 ,19  ,0.5   ,0.1,0.3 ,0.3333,9.4 ,18.7,0.5027,0.5026,6.1,7.7 ,0.7922,2.5,5.6 ,8.2 ,2.6 ,0.9,1.9,3.2,3.5,25.3,2011,26.3  ,36  ,30  ,41   ,25   ,3.2   ,-0.81 ,2.39  ,104.4  ,101    ,3.4    ,93.2   ,0.306 ,0.288  ,0.533 ,0.492  ,14.9   ,26.6   ,0.227    ,0.485     ,15.9      ,73.7   ,0.224       ,0.545
13417,Russell Westbrook    ,24 ,OKC,82,82,0.0074   ,9       ,34.9,8.2 ,18.7,0.4385,1.2,3.7 ,0.3243,7   ,15.1,0.4636,0.4706,5.6,7   ,0.8   ,1.4,3.9 ,5.2 ,7.4 ,1.8,0.3,3.3,2.3,23.2,2013,26.2  ,59  ,23  ,58   ,24   ,6.34  ,0.32  ,6.66  ,110.5  ,103.9  ,6.6    ,95.4   ,0.303 ,0.271  ,0.566 ,0.52   ,14     ,26.5   ,0.244    ,0.488     ,13.9      ,75.6   ,0.221       ,0.72
11613,Tony Parker          ,26 ,SAS,72,71,0.0074   ,8       ,34.1,8.9 ,17.5,0.5086,0.3,0.9 ,0.3333,8.6 ,16.6,0.5181,0.5171,3.9,5   ,0.78  ,0.4,2.7 ,3.1 ,6.9 ,0.9,0.1,2.6,1.5,22  ,2009,28.7  ,50  ,32  ,55   ,27   ,5.09  ,-0.02 ,5.07  ,110    ,104.5  ,5.5    ,91.7   ,0.296 ,0.232  ,0.552 ,0.515  ,12.9   ,26.8   ,0.219    ,0.483     ,12.1      ,76.3   ,0.214       ,0.61
9988 ,Tony Parker          ,23 ,SAS,80,80,0.0072   ,9       ,33.9,7.8 ,14.2,0.5493,0.1,0.5 ,0.2   ,7.7 ,13.8,0.558 ,0.5528,3.2,4.5 ,0.7111,0.5,2.8 ,3.3 ,5.8 ,1  ,0.1,3.1,2  ,18.9,2006,30.4  ,58  ,24  ,64   ,18   ,8.43  ,-0.08 ,8.35  ,109.2  ,99.9   ,9.3    ,89.8   ,0.313 ,0.247  ,0.561 ,0.521  ,13.6   ,24.2   ,0.235    ,0.471     ,14        ,75.7   ,0.201       ,0.707
11292,Manu Ginóbili        ,30 ,SAS,74,23,0.0071   ,10      ,31.1,6.1 ,13.3,0.4586,2.1,5.3 ,0.3962,4   ,8   ,0.5   ,0.5376,5.1,6   ,0.85  ,0.9,3.9 ,4.8 ,4.5 ,1.5,0.4,2.7,2.3,19.5,2008,30.4  ,54  ,28  ,52   ,30   ,3.76  ,-0.4  ,3.36  ,108.5  ,104.3  ,4.2    ,88.4   ,0.251 ,0.248  ,0.548 ,0.513  ,11.7   ,22.1   ,0.191    ,0.487     ,11.7      ,78     ,0.191       ,0.659
5939 ,Charles Barkley      ,32 ,PHO,71,71,0.0071   ,12      ,37.1,8.2 ,16.3,0.5031,0.7,2.5 ,0.28  ,7.5 ,13.9,0.5396,0.5245,6.2,8   ,0.775 ,3.4,8.1 ,11.6,3.7 ,1.6,0.8,3.1,2.9,23.2,1996,28.5  ,40  ,42  ,43   ,39   ,0.66  ,-0.45 ,0.21  ,109.3  ,108.6  ,0.7    ,93.2   ,0.317 ,0.213  ,0.552 ,0.508  ,13.4   ,27.1   ,0.241    ,0.507     ,14.4      ,69.4   ,0.215       ,0.488
5894 ,Magic Johnson        ,36 ,LAL,32,9 ,0.0071   ,12      ,29.9,4.3 ,9.2 ,0.4674,0.7,1.8 ,0.3889,3.6 ,7.4 ,0.4865,0.5054,5.4,6.3 ,0.8571,1.3,4.5 ,5.7 ,6.9 ,0.8,0.4,3.2,1.5,14.6,1996,26.5  ,56  ,26  ,53   ,29   ,4.27  ,-0.61 ,3.66  ,108.3  ,103.7  ,4.6    ,91.1   ,0.351 ,0.226  ,0.535 ,0.496  ,13.7   ,31.6   ,0.243    ,0.478     ,15.1      ,68.5   ,0.231       ,0.683
4978 ,Mark Price           ,29 ,CLE,76,73,0.0069   ,9       ,31.4,6.3 ,13.2,0.4773,1.6,3.9 ,0.4103,4.8 ,9.3 ,0.5161,0.5455,3.1,3.5 ,0.8857,0.5,2.5 ,3   ,7.8 ,1.4,0.1,2.5,1.2,17.3,1994,28.3  ,43  ,39  ,43   ,39   ,0.62  ,-0.07 ,0.55  ,105.3  ,104.6  ,0.7    ,84.8   ,0.317 ,0.165  ,0.52  ,0.472  ,14.2   ,31.8   ,0.241    ,0.493     ,15        ,72.4   ,0.224       ,0.524
15196,John Wall            ,26 ,WAS,78,78,0.0069   ,7       ,36.4,8.3 ,18.4,0.4511,1.1,3.5 ,0.3143,7.2 ,14.9,0.4832,0.481 ,5.4,6.8 ,0.7941,0.8,3.4 ,4.2 ,10.7,2  ,0.6,4.1,1.9,23.1,2017,26.9  ,43  ,39  ,43   ,39   ,0.59  ,-0.06 ,0.53  ,109.3  ,108.7  ,0.6    ,96.6   ,0.254 ,0.31   ,0.56  ,0.525  ,13.3   ,23.5   ,0.196    ,0.522     ,13.6      ,77.1   ,0.212       ,0.524
15363,Giannis Antetokounmpo,22 ,MIL,80,80,0.0069   ,7       ,35.6,8.2 ,15.7,0.5223,0.6,2.3 ,0.2609,7.6 ,13.5,0.563 ,0.5414,5.9,7.7 ,0.7662,1.8,7   ,8.8 ,5.4 ,1.6,1.9,2.9,3.1,22.9,2017,25.9  ,44  ,38  ,40   ,42   ,-0.3  ,-0.15 ,-0.45 ,109.8  ,110.1  ,-0.3   ,96.2   ,0.281 ,0.297  ,0.571 ,0.531  ,12.9   ,20.4   ,0.22     ,0.528     ,14.2      ,75.9   ,0.22        ,0.537
14940,James Harden         ,26 ,HOU,82,82,0.0069   ,9       ,38.1,8.7 ,19.7,0.4416,2.9,8   ,0.3625,5.8 ,11.7,0.4957,0.5152,8.8,10.2,0.8627,0.8,5.3 ,6.1 ,7.5 ,1.7,0.6,4.6,2.8,29  ,2016,27.4  ,55  ,27  ,55   ,27   ,5.77  ,0.08  ,5.84  ,114.7  ,109    ,5.7    ,100    ,0.304 ,0.462  ,0.583 ,0.545  ,13.3   ,24.6   ,0.233    ,0.519     ,13.2      ,75.8   ,0.194       ,0.671
5192 ,Jason Kidd           ,21 ,DAL,79,79,0.0067   ,13      ,33.8,4.2 ,10.8,0.3889,0.9,3.3 ,0.2727,3.3 ,7.6 ,0.4342,0.4306,2.4,3.5 ,0.6857,1.9,3.5 ,5.4 ,7.7 ,1.9,0.3,3.2,1.8,11.7,1995,25.1  ,26  ,56  ,28   ,54   ,-4.9  ,0.19  ,-4.71 ,106.1  ,111.2  ,-5.1   ,95.4   ,0.266 ,0.274  ,0.507 ,0.47   ,13.3   ,34.1   ,0.192    ,0.526     ,14.7      ,68.6   ,0.222       ,0.317
7982 ,David Robinson       ,35 ,SAS,80,80,0.0065   ,10      ,29.6,5   ,10.3,0.4854,0  ,0   ,0     ,5   ,10.3,0.4854,0.4854,4.4,5.9 ,0.7458,2.6,6   ,8.6 ,1.5 ,1  ,2.5,1.5,2.7,14.4,2001,28.5  ,58  ,24  ,59   ,23   ,6.21  ,0.07  ,6.28  ,106.5  ,99.7   ,6.8    ,90     ,0.353 ,0.19   ,0.539 ,0.492  ,13.8   ,27.2   ,0.262    ,0.453     ,13.7      ,71.9   ,0.189       ,0.707
6046 ,Shaquille O'Neal     ,24 ,LAL,51,51,0.0061   ,9       ,38.1,10.8,19.4,0.5567,0  ,0.1 ,0     ,10.8,19.4,0.5567,0.5567,4.5,9.4 ,0.4787,3.8,8.7 ,12.5,3.1 ,0.9,2.9,2.9,3.5,26.2,1997,25.8  ,61  ,21  ,61   ,21   ,7.74  ,-0.87 ,6.88  ,111.9  ,103.7  ,8.2    ,93.6   ,0.42  ,0.216  ,0.559 ,0.519  ,14     ,31.6   ,0.285    ,0.467     ,14.1      ,68.8   ,0.245       ,0.744
15717,LaMarcus Aldridge    ,32 ,SAS,75,75,0.0059   ,9       ,33.5,9.2 ,18  ,0.5111,0.4,1.2 ,0.3333,8.8 ,16.7,0.5269,0.5222,4.5,5.3 ,0.8491,3.3,5.2 ,8.5 ,2   ,0.6,1.2,1.5,2.1,23.1,2018,28.8  ,48  ,34  ,45   ,37   ,1.68  ,0.12  ,1.8   ,112.9  ,111.2  ,1.7    ,98.3   ,0.237 ,0.286  ,0.572 ,0.534  ,11     ,21     ,0.194    ,0.528     ,11        ,79.4   ,0.17        ,0.585
6900 ,Shawn Kemp           ,29 ,CLE,42,42,0.0059   ,11      ,35.1,6.6 ,13.7,0.4818,0  ,0   ,0     ,6.6 ,13.6,0.4853,0.4818,7.3,9.3 ,0.7849,3.1,6.1 ,9.2 ,2.4 ,1.1,1.1,3  ,3.8,20.5,1999,27.2  ,32  ,50  ,31   ,51   ,-3.5  ,-0.14 ,-3.64 ,100.4  ,104    ,-3.6   ,95.7   ,0.327 ,0.136  ,0.516 ,0.468  ,15.6   ,28.1   ,0.245    ,0.474     ,15.1      ,71.2   ,0.275       ,0.39
11648,Brandon Roy          ,24 ,POR,78,78,0.0058   ,9       ,37.2,8.1 ,16.9,0.4793,1.1,2.8 ,0.3929,7.1 ,14.1,0.5035,0.5178,5.3,6.5 ,0.8154,1.3,3.4 ,4.7 ,5.1 ,1.1,0.3,1.9,1.6,22.6,2009,26.6  ,50  ,32  ,51   ,31   ,3.3   ,-0.13 ,3.18  ,110.8  ,107.1  ,3.7    ,87.7   ,0.315 ,0.215  ,0.547 ,0.499  ,12.1   ,28.2   ,0.249    ,0.502     ,13.3      ,74.8   ,0.219       ,0.61
12659,Steve Nash           ,37 ,PHO,62,62,0.0058   ,9       ,31.6,4.8 ,9   ,0.5333,0.9,2.3 ,0.3913,3.9 ,6.7 ,0.5821,0.5833,2  ,2.3 ,0.8696,0.4,2.6 ,3   ,10.7,0.6,0.1,3.7,0.9,12.5,2012,26.9  ,25  ,57  ,23   ,59   ,-6.46 ,0.71  ,-5.75 ,101.2  ,108.1  ,-6.9   ,93.4   ,0.234 ,0.21   ,0.512 ,0.477  ,14.3   ,27     ,0.174    ,0.512     ,14.2      ,71.9   ,0.208       ,0.305
11804,Deron Williams       ,25 ,UTA,76,76,0.0057   ,9       ,36.9,6.5 ,13.9,0.4676,1.3,3.4 ,0.3824,5.2 ,10.4,0.5   ,0.5144,4.4,5.5 ,0.8   ,0.7,3.3 ,4   ,10.5,1.3,0.2,3.3,2.7,18.7,2010,26.8  ,39  ,43  ,36   ,46   ,-1.83 ,0.39  ,-1.44 ,108.1  ,110.1  ,-2     ,91     ,0.313 ,0.191  ,0.544 ,0.498  ,13.5   ,27     ,0.241    ,0.505     ,13.8      ,71.7   ,0.275       ,0.476
7864 ,Ray Allen            ,25 ,MIL,82,82,0.0056   ,11      ,38.2,7.7 ,16  ,0.4813,2.5,5.7 ,0.4386,5.2 ,10.3,0.5049,0.5594,4.2,4.8 ,0.875 ,1.2,4   ,5.2 ,4.6 ,1.5,0.2,2.5,2.3,22  ,2001,28.9  ,41  ,41  ,40   ,42   ,-0.22 ,-0.4  ,-0.62 ,106.9  ,107.1  ,-0.2   ,90.2   ,0.269 ,0.241  ,0.544 ,0.507  ,13.6   ,25.6   ,0.201    ,0.477     ,12        ,70.9   ,0.217       ,0.5
7924 ,Vince Carter         ,24 ,TOR,75,75,0.0056   ,11      ,39.7,10.2,22.1,0.4615,2.2,5.3 ,0.4151,8   ,16.8,0.4762,0.5113,5.1,6.7 ,0.7612,2.3,3.2 ,5.5 ,3.9 ,1.5,1.1,2.2,2.7,27.6,2001,29.3  ,42  ,40  ,40   ,42   ,-0.44 ,-0.27 ,-0.71 ,102.6  ,103.1  ,-0.5   ,88.8   ,0.255 ,0.165  ,0.501 ,0.463  ,13.6   ,31.4   ,0.189    ,0.471     ,14.7      ,70.1   ,0.237       ,0.512
14018,Dirk Nowitzki        ,35 ,DAL,80,80,0.0056   ,14      ,32.9,7.9 ,15.9,0.4969,1.6,4.1 ,0.3902,6.3 ,11.8,0.5339,0.5472,4.2,4.7 ,0.8936,0.5,5.7 ,6.2 ,2.7 ,0.9,0.6,1.5,2.1,21.7,2014,29.9  ,50  ,32  ,49   ,33   ,2.9   ,0.46  ,3.36  ,109.5  ,106.4  ,3.1    ,95.2   ,0.262 ,0.296  ,0.55  ,0.515  ,11.9   ,23.6   ,0.197    ,0.503     ,14.7      ,72.2   ,0.204       ,0.61
3235 ,Buck Williams        ,29 ,POR,82,82,0.0054   ,10      ,34.2,5   ,9.2 ,0.5435,0  ,0   ,0     ,5   ,9.2 ,0.5435,0.5435,3.5,5   ,0.7   ,3  ,6.7 ,9.8 ,1.4 ,0.8,0.5,2  ,3.5,13.6,1990,27.9  ,63  ,19  ,62   ,20   ,8.68  ,-0.21 ,8.47  ,112.8  ,104.3  ,8.5    ,100.5  ,0.344 ,0.123  ,0.554 ,0.509  ,13.4   ,33.8   ,0.259    ,0.473     ,14.4      ,70.4   ,0.25        ,0.768
10447,Carlos Boozer        ,25 ,UTA,74,74,0.0054   ,9       ,34.6,8.7 ,15.6,0.5577,0  ,0   ,0     ,8.7 ,15.6,0.5577,0.5577,3.4,5   ,0.68  ,3.2,8.5 ,11.7,3   ,0.9,0.3,2.6,2.9,20.9,2007,25.3  ,54  ,28  ,59   ,23   ,6.88  ,-0.01 ,6.86  ,113.8  ,106.5  ,7.3    ,93.2   ,0.349 ,0.166  ,0.573 ,0.528  ,13.6   ,29.5   ,0.265    ,0.501     ,15        ,74.1   ,0.294       ,0.659
10616,Kevin Garnett        ,30 ,MIN,76,76,0.0054   ,9       ,39.4,8.4 ,17.6,0.4773,0.2,0.7 ,0.2857,8.2 ,16.9,0.4852,0.483 ,5.5,6.6 ,0.8333,2.4,10.4,12.8,4.1 ,1.2,1.7,2.7,2.4,22.4,2007,24.6  ,22  ,60  ,23   ,59   ,-6.78 ,0.52  ,-6.26 ,103.8  ,111.2  ,-7.4   ,91.9   ,0.248 ,0.185  ,0.518 ,0.484  ,13.6   ,27.5   ,0.183    ,0.513     ,12.9      ,73.6   ,0.269       ,0.268
3479 ,Larry Bird           ,33 ,BOS,75,75,0.0054   ,10      ,39.3,9.6 ,20.2,0.4752,0.9,2.6 ,0.3462,8.7 ,17.6,0.4943,0.4975,4.3,4.6 ,0.9348,1.2,8.3 ,9.5 ,7.5 ,1.4,0.8,3.2,2.3,24.3,1990,28.2  ,56  ,26  ,56   ,26   ,5.82  ,-0.6  ,5.22  ,112.6  ,106.7  ,5.9    ,98.5   ,0.277 ,0.048  ,0.565 ,0.52   ,14     ,33     ,0.228    ,0.465     ,11.7      ,69.3   ,0.217       ,0.683
5603 ,Alonzo Mourning      ,25 ,MIA,70,70,0.0053   ,14      ,38.2,8   ,15.4,0.5195,0.1,0.4 ,0.25  ,7.9 ,14.9,0.5302,0.5227,7  ,10.2,0.6863,3.1,7.3 ,10.4,2.3 ,1  ,2.7,3.7,3.5,23.2,1996,27.2  ,61  ,21  ,57   ,25   ,5.49  ,0.07  ,5.56  ,106.8  ,100.6  ,6.2    ,88.2   ,0.324 ,0.299  ,0.546 ,0.507  ,15.5   ,29.2   ,0.233    ,0.465     ,15.6      ,70.6   ,0.248       ,0.744
5974 ,Scottie Pippen       ,31 ,CHI,82,82,0.0052   ,11      ,37.7,7.9 ,16.7,0.4731,1.9,5.2 ,0.3654,6   ,11.5,0.5217,0.5299,2.5,3.5 ,0.7143,2  ,4.5 ,6.5 ,5.7 ,1.9,0.5,2.6,2.6,20.2,1997,31.7  ,62  ,20  ,61   ,21   ,7.11  ,0.13  ,7.24  ,107.7  ,99.8   ,7.9    ,89     ,0.295 ,0.141  ,0.516 ,0.473  ,13.3   ,35.7   ,0.219    ,0.457     ,14.7      ,70.6   ,0.22        ,0.756
6715 ,Antoine Walker       ,21 ,BOS,82,82,0.0052   ,12      ,39.9,8.8 ,20.8,0.4231,1.1,3.6 ,0.3056,7.7 ,17.2,0.4477,0.4495,3.7,5.8 ,0.6379,3.3,6.9 ,10.2,3.3 ,1.7,0.7,3.6,3.2,22.4,1998,24.3  ,19  ,31  ,22   ,28   ,-1.86 ,0.11  ,-1.75 ,100.4  ,102.4  ,-2     ,91.5   ,0.259 ,0.182  ,0.501 ,0.469  ,14.8   ,30.6   ,0.179    ,0.465     ,15.6      ,69.4   ,0.287       ,0.38
3591 ,Kenny Smith          ,25 ,HOU,78,78,0.0052   ,17      ,34.6,6.7 ,12.9,0.5194,0.6,1.7 ,0.3529,6.1 ,11.1,0.5495,0.5426,3.7,4.4 ,0.8409,0.5,1.6 ,2.1 ,7.1 ,1.4,0.1,3  ,1.7,17.7,1991,28    ,42  ,40  ,36   ,46   ,-1.72 ,-0.22 ,-1.94 ,106.2  ,108    ,-1.8   ,95.1   ,0.293 ,0.139  ,0.537 ,0.499  ,15     ,30.9   ,0.216    ,0.477     ,12.5      ,66.4   ,0.209       ,0.512
7173 ,David Robinson       ,33 ,SAS,49,49,0.0051   ,12      ,31.7,5.5 ,10.8,0.5093,0  ,0   ,0     ,5.5 ,10.7,0.514 ,0.5093,4.9,7.4 ,0.6622,3  ,7   ,10  ,2.1 ,1.4,2.4,2.2,2.9,15.8,1999,30.9  ,53  ,29  ,58   ,24   ,5.94  ,-0.02 ,5.92  ,105    ,98.6   ,6.4    ,90.8   ,0.346 ,0.138  ,0.535 ,0.488  ,14.3   ,27.8   ,0.258    ,0.451     ,13.5      ,73     ,0.188       ,0.646
2806 ,Alex English         ,34 ,DEN,80,80,0.005    ,11      ,35.2,10.5,21.3,0.493 ,0  ,0.1 ,0     ,10.5,21.2,0.4953,0.493 ,3.9,4.7 ,0.8298,2.1,2.6 ,4.7 ,4.7 ,0.9,0.3,2.3,2.4,25  ,1988,29.8  ,44  ,38  ,45   ,37   ,1.7   ,-0.78 ,0.91  ,108.6  ,107.1  ,1.5    ,107.5  ,0.284 ,0.083  ,0.528 ,0.482  ,11.8   ,29.6   ,0.224    ,0.505     ,15.6      ,68.9   ,0.264       ,0.537
15785,Jimmy Butler         ,28 ,MIN,59,59,0.005    ,10      ,36.7,7.4 ,15.6,0.4744,1.2,3.4 ,0.3529,6.2 ,12.2,0.5082,0.5128,6.2,7.2 ,0.8611,1.3,4   ,5.3 ,4.9 ,2  ,0.4,1.8,1.3,22.2,2018,26.2  ,36  ,46  ,37   ,45   ,-1.5  ,0.48  ,-1.02 ,111.4  ,112.9  ,-1.5   ,100.2  ,0.267 ,0.315  ,0.552 ,0.511  ,11.4   ,24.6   ,0.21     ,0.538     ,12.9      ,74.9   ,0.19        ,0.439
12741,Dwyane Wade          ,30 ,MIA,49,49,0.005    ,10      ,33.2,8.5 ,17.1,0.4971,0.3,1.1 ,0.2727,8.2 ,15.9,0.5157,0.5058,4.8,6.1 ,0.7869,1.5,3.3 ,4.8 ,4.6 ,1.7,1.3,2.6,2.2,22.1,2012,30.3  ,66  ,16  ,62   ,20   ,7.87  ,-0.84 ,7.03  ,112.3  ,103.7  ,8.6    ,90.7   ,0.297 ,0.285  ,0.588 ,0.552  ,13.7   ,22.2   ,0.224    ,0.487     ,14.8      ,73     ,0.2         ,0.805
15744,Stephen Curry        ,29 ,GSW,51,51,0.005    ,10      ,32  ,8.4 ,16.9,0.497 ,4.2,9.8 ,0.4286,4.2 ,7.1 ,0.5915,0.6213,5.5,5.9 ,0.9322,0.7,4.4 ,5.1 ,6.1 ,1.6,0.2,3  ,2.2,26.4,2018,28.4  ,57  ,25  ,56   ,26   ,6.46  ,-0.04 ,6.42  ,115.9  ,109.5  ,6.4    ,100.9  ,0.227 ,0.384  ,0.596 ,0.565  ,12.6   ,22.5   ,0.182    ,0.508     ,11.7      ,77.1   ,0.205       ,0.695
4790 ,Charles Barkley      ,30 ,PHO,65,65,0.005    ,10      ,35.4,8   ,16.1,0.4969,0.7,2.7 ,0.2593,7.2 ,13.4,0.5373,0.5124,4.9,7   ,0.7   ,3  ,8.1 ,11.2,4.6 ,1.6,0.6,3.2,2.5,21.6,1994,29.2  ,59  ,23  ,51   ,31   ,3.88  ,-0.02 ,3.86  ,114.5  ,110.4  ,4.1    ,95.9   ,0.338 ,0.227  ,0.567 ,0.524  ,12.7   ,29.7   ,0.255    ,0.515     ,14        ,69.8   ,0.228       ,0.72
3044 ,Brad Daugherty       ,23 ,CLE,78,78,0.0047   ,11      ,36.2,7   ,13  ,0.5385,0  ,0   ,0     ,7   ,12.9,0.5426,0.5385,4.9,6.7 ,0.7313,2.1,7.1 ,9.2 ,3.7 ,0.8,0.5,2.9,2.2,18.9,1989,26.1  ,42  ,40  ,40   ,42   ,-0.3  ,-0.31 ,-0.62 ,106.9  ,107.2  ,-0.3   ,95     ,0.315 ,0.122  ,0.529 ,0.485  ,13.5   ,31.5   ,0.235    ,0.49      ,14        ,67.7   ,0.202       ,0.512
2840 ,Robert Parish        ,35 ,BOS,80,80,0.0047   ,11      ,35.5,7.5 ,13.1,0.5725,0  ,0   ,0     ,7.5 ,13.1,0.5725,0.5725,3.7,5.1 ,0.7255,4.3,8.2 ,12.5,2.2 ,1  ,1.5,2.5,2.6,18.6,1989,30.2  ,52  ,30  ,51   ,31   ,3.99  ,-0.76 ,3.23  ,112    ,107.9  ,4.1    ,98.2   ,0.301 ,0.057  ,0.557 ,0.506  ,13.4   ,31.5   ,0.251    ,0.477     ,10.8      ,72.1   ,0.223       ,0.634
14664,Kyle Lowry           ,29 ,TOR,77,77,0.0046   ,10      ,37  ,6.6 ,15.6,0.4231,2.8,7.1 ,0.3944,3.9 ,8.5 ,0.4588,0.5192,5.2,6.4 ,0.8125,0.7,4   ,4.7 ,6.4 ,2.1,0.4,2.9,2.7,21.2,2016,26.1  ,51  ,31  ,52   ,30   ,4.21  ,-0.56 ,3.65  ,112.3  ,107.8  ,4.5    ,94.7   ,0.293 ,0.289  ,0.561 ,0.517  ,11.8   ,25     ,0.233    ,0.507     ,13.5      ,76.3   ,0.223       ,0.622
14229,LaMarcus Aldridge    ,29 ,POR,71,71,0.0046   ,7       ,35.4,9.3 ,19.9,0.4673,0.5,1.5 ,0.3333,8.8 ,18.5,0.4757,0.4799,4.3,5.1 ,0.8431,2.5,7.7 ,10.2,1.7 ,0.7,1  ,1.7,1.8,23.4,2015,24.3  ,44  ,38  ,43   ,39   ,0.83  ,0.15  ,0.98  ,108.8  ,108    ,0.8    ,96     ,0.268 ,0.332  ,0.548 ,0.511  ,13.2   ,25.9   ,0.202    ,0.503     ,12.1      ,76.2   ,0.225       ,0.537
