,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
550,GSW,2017,28.8,58,24,56,26,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.33899999999999997,0.603,0.569,14.1,21.0,0.195,0.504,12.6,76.3,0.18600000000000003,Oracle Arena,803436.0,19596.0
590,DEN,2017,25.1,46,36,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.35700000000000004,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.17300000000000001,Pepsi Center,702796.0,17141.0
630,ATL,2017,25.4,24,58,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.23600000000000002,0.363,0.547,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,Philips Arena,590769.0,14409.0
649,CHO,2017,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.5489999999999999,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,Spectrum Center,671404.0,16376.0
679,ORL,2017,25.6,25,57,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.23800000000000002,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,Amway Center,734531.0,17915.0
719,CLE,2017,30.6,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,Quicken Loans Arena,843042.0,20562.0
773,NYK,2017,26.3,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.21600000000000003,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.20800000000000002,Madison Square Garden (IV),792608.0,19332.0
813,IND,2017,26.2,48,34,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,0.525,12.3,22.7,0.17300000000000001,0.527,14.2,76.2,0.174,Bankers Life Fieldhouse,658119.0,16052.0
853,MIL,2017,25.9,44,38,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.5710000000000001,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,BMO Harris Bradley Center,685303.0,16856.0
888,LAC,2017,27.0,42,40,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,697812.0,17020.0
927,DAL,2017,27.7,24,58,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.6,18.0,0.166,0.532,12.9,78.9,0.193,American Airlines Center,811453.0,19792.0
967,PHO,2017,23.7,21,61,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.5329999999999999,11.9,76.5,0.212,Talking Stick Resort Arena,690576.0,16843.0
1007,DET,2017,25.9,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.22699999999999998,0.33299999999999996,0.5429999999999999,0.512,12.3,22.7,0.16899999999999998,0.524,13.7,78.5,0.172,Little Caesars Arena,713945.0,17413.0
1037,MIN,2017,27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.5660000000000001,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.18899999999999997,Target Center,699308.0,17056.0
1087,OKC,2017,27.3,48,34,50,32,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.19699999999999998,0.525,14.7,77.4,0.193,Chesapeake Energy Arena,746322.0,18203.0
1093,NOP,2017,27.6,48,34,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20.0,0.183,0.513,12.5,76.7,0.175,Smoothie King Center,673920.0,16437.0
1100,BRK,2017,25.1,28,54,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.41100000000000003,0.551,0.514,13.6,21.0,0.201,0.517,11.0,77.0,0.201,Barclays Center,640010.0,15376.0
