,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
596,ATL,1983,26.6,40,42,37,45,-1.29,0.22,-1.08,105.5,106.9,-1.4,95.3,0.355,0.016,0.529,0.47600000000000003,14.4,31.6,0.27,0.48200000000000004,15.1,65.2,0.268,Omni Coliseum,286049.0,
685,CLE,1983,25.4,28,54,30,52,-4.26,0.55,-3.71,104.1,108.5,-4.4,97.4,0.301,0.023,0.512,0.46799999999999997,14.0,33.5,0.22399999999999998,0.49,13.2,70.8,0.28,Coliseum at Richfield,208094.0,
734,SDC,1983,25.5,30,52,33,49,-3.26,0.04,-3.21,109.2,112.4,-3.2,101.1,0.331,0.017,0.541,0.498,15.3,37.7,0.244,0.513,12.9,68.2,0.23600000000000002,San Diego Sports Arena,218534.0,
739,NYK,1983,27.2,47,35,51,31,3.84,-0.05,3.79,107.0,103.1,3.9,99.0,0.36700000000000005,0.024,0.552,0.499,16.7,33.4,0.284,0.491,17.8,68.1,0.281,Madison Square Garden (IV),487649.0,13998.0
779,IND,1983,24.4,26,56,28,54,-4.82,0.57,-4.25,101.8,106.5,-4.7,102.1,0.297,0.028999999999999998,0.531,0.48700000000000004,15.9,28.1,0.228,0.49700000000000005,16.2,66.8,0.255,Market Square Arena,410626.0,
819,MIL,1983,28.4,50,32,52,30,4.16,-0.12,4.04,107.8,103.6,4.2,96.9,0.33799999999999997,0.033,0.541,0.49700000000000005,15.0,33.7,0.25,0.45899999999999996,14.7,65.6,0.266,MECCA Arena,393301.0,
893,DAL,1983,24.7,43,39,42,40,0.43,-0.27,0.15,110.0,109.6,0.4,99.0,0.325,0.025,0.547,0.503,13.6,31.7,0.245,0.503,14.4,65.7,0.23199999999999998,Reunion Arena,538162.0,
933,PHO,1983,27.2,41,41,43,39,0.89,-0.24,0.65,108.9,108.0,0.9,101.4,0.305,0.04,0.556,0.514,15.1,31.4,0.23199999999999998,0.501,15.3,68.3,0.27699999999999997,Arizona Veterans Memorial Coliseum,445788.0,
973,DET,1983,25.4,49,33,50,32,3.59,-0.06,3.52,111.5,108.1,3.4,103.8,0.322,0.018000000000000002,0.532,0.48200000000000004,12.7,36.7,0.25,0.5,14.8,67.7,0.263,Pontiac Silverdome,652865.0,14673.0
1043,NJN,1983,25.5,45,37,44,38,1.1,0.17,1.27,106.1,105.0,1.1,103.0,0.34299999999999997,0.032,0.54,0.501,16.1,34.6,0.24,0.494,17.0,67.8,0.292,Brendan Byrne Arena,499496.0,18364.0
