,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
480,TOR,2011,25.7,23,43,25,41,-3.3,-0.36,-3.67,100.8,104.5,-3.7,89.3,0.27399999999999997,0.209,0.518,0.475,14.8,25.9,0.21100000000000002,0.475,12.8,75.4,0.26,Air Canada Centre,555584.0,16836.0
504,MEM,2011,25.6,41,25,38,28,2.02,0.42,2.43,104.0,101.8,2.2,90.8,0.27699999999999997,0.157,0.515,0.473,13.6,29.8,0.21100000000000002,0.485,16.3,72.7,0.22699999999999998,FedEx Forum,518446.0,15710.0
544,GSW,2011,25.3,23,43,25,41,-3.41,0.62,-2.79,105.4,109.1,-3.7,92.3,0.22699999999999998,0.248,0.539,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,Oracle Arena,622311.0,18858.0
584,DEN,2011,26.6,38,28,39,27,2.88,0.29,3.16,109.2,106.2,3.0,94.2,0.326,0.243,0.556,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,Pepsi Center,561966.0,17029.0
624,ATL,2011,27.9,40,26,41,25,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.259,0.249,0.535,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.18600000000000003,Philips Arena,501593.0,15200.0
673,ORL,2011,27.5,37,29,35,31,0.79,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.34600000000000003,0.5329999999999999,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,Amway Center,623587.0,18897.0
713,CLE,2011,26.0,21,45,17,49,-7.2,-0.14,-7.34,101.1,108.9,-7.8,91.3,0.307,0.23800000000000002,0.505,0.46299999999999997,14.3,28.9,0.22,0.508,13.1,72.2,0.20199999999999999,Quicken Loans Arena,525577.0,15927.0
728,NOH,2011,25.5,21,45,24,42,-3.76,0.65,-3.11,100.9,105.1,-4.2,88.3,0.27399999999999997,0.152,0.517,0.47600000000000003,15.2,27.5,0.207,0.485,13.5,73.1,0.218,New Orleans Arena,498618.0,15110.0
767,NYK,2011,26.3,36,30,41,25,3.2,-0.81,2.39,104.4,101.0,3.4,93.2,0.306,0.28800000000000003,0.5329999999999999,0.49200000000000005,14.9,26.6,0.22699999999999998,0.485,15.9,73.7,0.22399999999999998,Madison Square Garden (IV),652179.0,19763.0
807,IND,2011,26.3,42,24,41,25,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.47600000000000003,14.1,72.3,0.222,Bankers Life Fieldhouse,467561.0,14169.0
847,MIL,2011,26.2,31,35,34,32,0.27,-0.5,-0.23,105.5,105.2,0.3,93.7,0.25,0.22399999999999998,0.521,0.48100000000000004,12.9,27.7,0.19399999999999998,0.489,14.6,70.9,0.217,Bradley Center,485717.0,14719.0
882,LAC,2011,27.3,40,26,39,27,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.287,0.26899999999999996,0.5329999999999999,0.502,12.7,29.5,0.195,0.49200000000000005,14.2,73.2,0.245,STAPLES Center,634237.0,19219.0
921,DAL,2011,31.3,36,30,35,31,0.95,0.83,1.78,103.3,102.3,1.0,91.4,0.24600000000000002,0.271,0.527,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,American Airlines Center,671050.0,20335.0
961,PHO,2011,28.9,33,33,32,34,-0.24,0.53,0.29,106.2,106.5,-0.3,92.6,0.257,0.23800000000000002,0.536,0.499,13.3,25.8,0.19399999999999998,0.491,13.1,71.7,0.2,US Airways Center,514718.0,15598.0
1001,DET,2011,26.3,25,41,22,44,-4.79,-0.4,-5.19,101.0,106.3,-5.3,89.2,0.27899999999999997,0.175,0.51,0.46799999999999997,15.0,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,475638.0,14413.0
1031,MIN,2011,24.4,26,40,28,38,-2.2,0.37,-1.83,104.3,106.6,-2.3,93.3,0.306,0.262,0.524,0.47700000000000004,14.0,27.5,0.23600000000000002,0.491,12.2,73.0,0.187,Target Center,577197.0,17491.0
1071,NJN,2011,26.1,22,44,19,47,-5.98,-0.39,-6.37,102.9,109.6,-6.7,90.1,0.26899999999999996,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,Prudential Center,460719.0,13961.0
1081,OKC,2011,25.1,47,19,46,20,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.33399999999999996,0.252,0.5670000000000001,0.516,15.3,27.8,0.26899999999999996,0.465,13.0,72.1,0.207,Chesapeake Energy Arena,600699.0,18203.0
