,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
604,ATL,1991,27.2,38,44,37,45,-1.5,0.35,-1.15,107.3,108.9,-1.6,97.8,0.27699999999999997,0.09,0.519,0.48100000000000004,13.0,33.6,0.203,0.49700000000000005,13.2,68.3,0.209,Omni Coliseum,511803.0,
635,CHO,1991,25.2,31,51,31,51,-3.9,0.33,-3.57,107.1,110.9,-3.8,101.7,0.28600000000000003,0.049,0.527,0.485,13.0,31.1,0.21600000000000003,0.51,14.1,65.4,0.222,Charlotte Coliseum,971618.0,
653,ORL,1991,26.6,21,61,23,59,-6.91,0.4,-6.52,103.5,110.5,-7.0,98.0,0.319,0.086,0.514,0.467,14.6,32.4,0.23800000000000002,0.502,13.5,67.8,0.26,Orlando Arena,621191.0,
693,CLE,1991,27.6,57,25,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.10099999999999999,0.557,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.174,Coliseum at Richfield,677408.0,
747,NYK,1991,27.3,51,31,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.08900000000000001,0.531,0.491,13.7,34.6,0.21600000000000003,0.47100000000000003,14.0,71.1,0.248,Madison Square Garden (IV),726608.0,17879.0
787,IND,1991,26.4,40,42,46,36,1.89,-0.04,1.85,111.7,109.9,1.8,99.0,0.33399999999999996,0.133,0.5660000000000001,0.518,14.7,31.8,0.264,0.483,12.8,67.4,0.27,Market Square Arena,517352.0,
827,MIL,1991,30.2,31,51,36,46,-1.71,0.26,-1.46,108.8,110.6,-1.8,95.5,0.292,0.139,0.529,0.486,14.2,35.9,0.221,0.514,15.3,65.0,0.237,Bradley Center,635515.0,
862,LAC,1991,27.3,45,37,44,38,1.07,0.03,1.1,105.8,104.7,1.1,96.5,0.314,0.071,0.524,0.483,13.6,31.6,0.226,0.475,14.9,67.5,0.244,Los Angeles Memorial Sports Arena,500200.0,
901,DAL,1991,28.2,22,60,21,61,-7.65,0.18,-7.47,103.0,111.1,-8.1,94.4,0.281,0.11199999999999999,0.501,0.45799999999999996,13.1,31.2,0.21100000000000002,0.483,11.5,67.8,0.259,Reunion Arena,634380.0,
941,PHO,1991,27.0,53,29,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,0.508,13.1,31.7,0.258,0.47100000000000003,13.0,67.7,0.223,Arizona Veterans Memorial Coliseum,594327.0,
981,DET,1991,30.1,48,34,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,0.47700000000000004,13.5,34.9,0.228,0.46799999999999997,12.5,68.5,0.204,The Palace of Auburn Hills,879614.0,21454.0
1011,MIN,1991,26.4,15,67,23,59,-7.05,0.2,-6.85,105.0,112.4,-7.4,95.1,0.253,0.054000000000000006,0.505,0.467,12.4,31.5,0.188,0.49700000000000005,13.0,62.3,0.244,Target Center,769035.0,
1051,NJN,1991,25.6,40,42,36,46,-1.7,0.15,-1.54,107.0,108.7,-1.7,98.0,0.265,0.08800000000000001,0.51,0.473,14.1,39.1,0.19399999999999998,0.488,14.1,66.3,0.247,Brendan Byrne Arena,517356.0,20049.0
